author,2020,2021,2022,2023,2024
Aws Albarghouthi,2,0,1,0,0
Francesco Ranzato,1,0,0,0,0
Marco Zanella,1,0,0,0,0
Murat Sensoy,1,0,0,0,0
Lance M. Kaplan,1,0,0,0,0
Federico Cerutti,1,0,0,0,0
Maryam Saleki,1,0,0,0,0
Ali Shafahi,2,0,0,1,0
Mahyar Najibi,1,0,0,0,0
Zheng Xu,1,0,0,0,0
John P. Dickerson,1,1,1,0,0
Larry S. Davis,1,0,0,0,0
Yuxuan Song,1,0,0,0,0
Minkai Xu,1,0,0,0,0
Lantao Yu,1,0,0,0,0
Hao Zhou,1,0,0,1,0
Shuo Shao,1,0,0,0,0
Yong Yu,1,0,0,0,0
Nishant Subramani,1,0,0,0,0
Delip Rao,1,0,0,0,0
Jiacheng Sun,1,1,0,0,0
Xiangyong Cao,1,0,0,0,0
Hanwen Liang,1,0,0,0,0
Weiran Huang,1,0,0,0,0
Zewei Chen,1,0,0,0,0
Zhenguo Li,1,1,0,0,0
Jianwen Sun,1,0,0,0,0
Tianwei Zhang,1,0,0,0,2
Yan Zheng,1,0,0,0,0
Kangjie Chen,1,0,0,0,1
Teppei Suzuki,1,0,0,0,0
Ikuro Sato,1,0,0,0,0
Xianfeng Tang,1,0,0,0,0
Huaxiu Yao,1,0,0,0,1
Yiwei Sun,1,0,0,0,0
Charu C. Aggarwal,1,0,0,0,0
Prasenjit Mitra,1,0,0,0,0
Suhang Wang,1,0,0,1,0
Jingkang Wang,1,1,0,0,0
Yulong Wang,1,0,0,0,0
Xiaolu Zhang,2,1,0,0,0
Xiaolin Hu,1,0,0,0,1
Bo Zhang,1,0,0,0,0
Pu Zhao,2,0,0,0,0
Bingzhe Wu,1,0,0,0,0
Chaochao Chen,1,0,0,0,0
Shiwan Zhao,1,0,0,0,0
Cen Chen,1,0,0,0,1
Yuan Yao,1,0,0,0,0
Guangyu Sun,1,0,0,0,0
Li Wang,1,0,0,0,0
Jun Zhou,1,0,0,0,0
Yuan Wu,1,1,0,0,0
Yuhong Guo,1,0,0,0,0
Puyudi Yang,1,0,0,0,0
Jianbo Chen,1,0,0,0,0
Jane-Ling Wang,1,0,0,0,0
Michael I. Jordan,1,1,0,0,0
Chaoning Zhang,1,0,0,0,0
Philipp Benz,1,0,0,0,0
Tooba Imtiaz,1,0,0,0,0
In-So Kweon,1,0,0,0,0
Yixin Zhang,1,0,0,0,0
Zilei Wang,1,0,0,0,0
Siyue Wang,1,0,0,0,0
M. Saiful Bari,1,0,0,0,0
Shafiq R. Joty,1,0,0,0,0
Prathyusha Jwalapuram,1,0,0,0,0
Ting-Rui Chiang,1,0,0,0,0
Hao-Tong Ye,1,0,0,0,0
Yun-Nung Chen,1,0,0,0,0
Mimansa Jaiswal,2,0,0,0,0
Emily Mower Provost,1,0,0,0,0
Di Jin,1,0,0,0,0
Zhijing Jin,1,0,0,0,0
Joey Tianyi Zhou,1,0,0,0,0
Peter Szolovits,1,0,0,0,0
Hui Liu,1,0,0,1,0
Yongzheng Zhang,1,0,0,0,0
Yipeng Wang,1,0,0,0,0
Zheng Lin,1,0,0,0,0
Yige Chen,1,0,0,0,0
Kai Liu,1,0,0,0,0
Xin Liu,1,0,0,0,0
An Yang,1,0,0,0,0
Jing Liu,1,0,1,0,1
Jinsong Su,1,0,0,0,0
Sujian Li,1,0,0,0,0
Qiaoqiao She,1,0,0,0,0
Kunxun Qi,1,0,0,0,0
Jianfeng Du,1,0,0,0,0
Andrew Estornell,1,0,0,0,0
Sanmay Das,1,0,0,0,0
Yan Feng,1,0,0,0,0
Bin Chen,1,0,0,0,0
Tao Dai,1,0,0,0,0
Abdullah Hamdi,1,0,0,0,0
Matthias Mueller,1,0,0,0,0
Bernard Ghanem,1,1,0,0,0
Zhiwei Ke,1,0,0,0,0
Zhiwei Wen,1,0,0,0,0
Weicheng Xie,1,0,0,0,0
Yi Wang,1,0,0,0,0
Linlin Shen,1,0,0,0,0
Chetan Kumar,1,0,0,0,0
Riazat Ryan,1,0,0,0,0
Ming Shao,1,0,0,0,0
Peng Li,1,0,0,1,0
Chang Shu,1,0,0,0,0
Yuan Xie,1,0,0,0,0
Yan Qu,1,0,0,0,0
Hui Kong,1,0,0,0,0
Wenjing Li,1,0,0,0,0
ZhongCheng Wu,1,0,0,0,0
Yingwei Li,1,0,0,0,0
Song Bai,1,0,0,0,0
Yuyin Zhou,1,0,0,0,0
Cihang Xie,1,1,1,0,0
Zhishuai Zhang,1,0,0,0,0
Alan L. Yuille,2,1,0,0,0
Yunxiao Qin,1,0,0,0,0
Chenxu Zhao,1,1,0,1,0
Xiangyu Zhu,1,0,0,0,0
Zezheng Wang,1,0,0,0,0
Zitong Yu,1,1,0,0,0
Tianyu Fu,1,0,0,0,0
Feng Zhou,1,0,0,0,0
Jingping Shi,1,0,0,0,0
Zhen Lei,1,1,0,0,0
Aniruddha Saha,1,0,0,0,0
Akshayvarun Subramanya,1,0,0,0,0
Hamed Pirsiavash,1,0,0,0,0
Michelle Shu,1,0,0,0,0
Chenxi Liu,1,0,0,0,1
Weichao Qiu,1,0,0,0,0
Zhipeng Wei,1,0,0,0,0
Jingjing Chen,1,0,0,0,0
Xingxing Wei,1,0,1,0,2
Linxi Jiang,1,0,0,0,0
Tat-Seng Chua,1,0,0,1,0
Fengfeng Zhou,1,0,0,0,0
Yu-Gang Jiang,1,0,0,1,1
Taihong Xiao,1,0,0,0,0
Yi-Hsuan Tsai,1,0,0,0,0
Kihyuk Sohn,1,0,0,0,0
Manmohan Chandraker,1,0,0,0,0
Ming-Hsuan Yang,1,1,0,0,0
Jihan Yang,1,0,0,0,0
Ruijia Xu,1,0,0,0,0
Ruiyu Li,1,0,0,0,0
Xiaojuan Qi,1,0,0,0,1
Xiaoyong Shen,1,0,0,0,0
Guanbin Li,1,0,0,0,0
Liang Lin,1,0,0,0,0
Han Fang,1,0,0,0,0
Wenbo Zhou,1,0,0,0,0
Hao Cui,1,0,0,0,0
Chenfan Zhuang,1,0,0,0,0
Xintong Han,1,0,0,0,0
Weilin Huang,1,0,0,0,0
Matthew R. Scott,1,0,0,0,0
Richa Singh,1,1,0,0,0
Akshay Agarwal,1,0,0,1,0
Maneet Singh,1,0,0,0,0
Shruti Nagpal,1,0,0,0,0
Mayank Vatsa,1,1,0,0,0
Jon M. Kleinberg,1,0,0,0,0
Manish Raghavan,1,0,0,0,0
Peru Bhardwaj,1,0,0,0,0
Subhajit Chaudhury,1,0,0,0,0
Amit Jindal,1,0,0,0,0
Dwaraknath Gnaneshwar,1,0,0,0,0
Ramit Sawhney,1,0,0,0,0
Rajiv Ratn Shah,1,0,0,0,0
Xiao Liu,1,0,0,0,1
Jing Zhao,1,0,0,0,0
Shiliang Sun,1,0,0,0,0
Damian Stachura,1,0,0,0,0
Christopher Galias,1,0,0,0,0
Konrad Zolna,1,0,0,0,0
Zhijing Wu,1,0,0,0,0
Hua Xu,2,0,0,0,0
Yuxiang Xie,1,0,0,0,0
Congcong Yang,1,0,0,0,0
Kai Gao,1,0,0,0,0
Arpit Agarwal,1,0,0,0,0
Shivani Agarwal,1,0,0,0,0
Sanjeev Khanna,1,1,0,0,0
Prathamesh Patil,1,0,0,0,0
Christopher J. Anders,1,0,0,0,0
Plamen Pasliev,1,0,0,0,0
Ann-Kathrin Dombrowski,1,0,0,0,0
Klaus-Robert Müller,1,0,0,0,0
Pan Kessel,1,0,0,0,0
Hassan Ashtiani,1,0,0,0,0
Vinayak Pathak,1,0,0,1,0
Ruth Urner,1,0,0,2,0
Natalie Frank,1,2,0,1,1
Mehryar Mohri,1,2,1,1,0
Yu Bai,1,0,0,0,0
Chi Jin,1,0,1,0,0
Christopher M. Bender,1,0,0,0,0
Yang Li,1,0,1,0,0
Yifeng Shi,1,0,0,0,0
Michael K. Reiter,1,0,1,0,0
Junier Oliva,1,0,0,0,0
Robi Bhattacharjee,1,2,0,0,1
Pavol Bielik,2,1,0,0,0
Aleksandar Bojchevski,1,1,2,1,0
Johannes Klicpera,1,0,0,0,0
Akhilan Boopathy,1,0,0,0,0
Gaoyuan Zhang,1,1,0,0,1
Cynthia Liu,1,0,0,0,0
Shiyu Chang,1,0,3,0,0
Prasad Chalasani,1,0,0,0,0
Jiefeng Chen,1,0,0,1,0
Amrita Roy Chowdhury,1,0,0,0,0
Xi Wu,1,0,0,1,0
Somesh Jha,1,3,2,2,0
Xiangning Chen,1,0,0,0,0
Lin Chen,1,0,0,0,0
Yifei Min,1,0,0,0,0
Mingrui Zhang,1,0,0,0,0
Amin Karbasi,1,0,1,0,2
Yanzhi Chen,1,0,1,0,0
Renjie Xie,1,0,0,0,0
Anoop Cherian,1,0,0,0,0
Shuchin Aeron,1,0,0,0,0
Francesco Croce,2,1,3,1,1
Zhongxiang Dai,1,1,0,0,0
Yizhou Chen,1,0,0,0,0
Bryan Kian Hsiang Low,1,1,0,0,0
Patrick Jaillet,1,0,0,0,0
Teck-Hua Ho,1,0,0,0,0
Chen Dan,1,0,0,0,0
Yuting Wei,1,0,0,0,0
Raphaël Dang-Nhu,1,0,0,0,0
Gagandeep Singh,1,0,0,0,2
Zhun Deng,2,1,0,0,0
Cynthia Dwork,1,0,0,0,0
Jialiang Wang,1,0,0,0,0
Linjun Zhang,1,1,0,0,0
Hangfeng He,1,0,0,0,0
Jiaoyang Huang,1,0,0,0,0
Weijie J. Su,1,0,0,0,0
Sofien Dhouib,1,0,0,0,0
Ievgen Redko,1,0,0,0,0
Carole Lartizien,1,0,0,0,0
Zhe Feng,1,0,0,0,0
David C. Parkes,1,0,0,0,0
Haifeng Xu,1,1,1,0,1
Quan Hoang,1,0,0,0,0
Trung Le,1,0,0,1,1
Dinh Phung,1,0,0,0,0
Yangsibo Huang,1,1,1,0,0
Kai Li,1,1,1,0,0
Feihu Huang,1,1,0,0,0
Lue Tao,1,1,1,0,0
Songcan Chen,1,1,1,0,0
Eugene Kharitonov,1,0,0,0,0
Rahma Chaabouni,1,0,0,0,0
Diane Bouchacourt,1,0,0,0,0
Marco Baroni,1,0,0,0,0
Jang-Hyun Kim,1,0,0,0,0
Wonho Choo,1,0,0,0,0
Hyun Oh Song,1,0,1,0,0
Nikola Konstantinov,1,0,0,1,0
Elias Frantar,1,0,0,0,0
Dan Alistarh,1,0,0,0,0
Christoph Lampert,1,0,0,0,0
Yongchan Kwon,1,0,0,0,1
Wonyoung Kim,1,0,0,0,0
Joong-Ho Won,1,0,0,0,0
Myunghee Cho Paik,1,0,0,0,0
Himabindu Lakkaraju,1,3,1,0,0
Nino Arsov,1,0,0,0,0
Osbert Bastani,1,1,1,0,0
Fabian Latorre,1,0,0,0,0
Paul Rolland,1,0,0,0,0
Nadav Hallak,1,0,0,0,0
Volkan Cevher,1,0,0,1,1
Mingjie Li,1,1,2,0,0
Lingshen He,1,0,0,0,0
Zhouchen Lin,1,0,1,1,0
Songtao Lu,1,0,0,0,0
Xiangyi Chen,1,0,0,0,0
Yao Feng,1,0,0,0,0
Abdullah Al-Dujaili,1,0,0,0,0
Mingyi Hong,1,0,1,3,2
Una-May O'Reilly,1,0,0,0,0
Nicolas Loizou,1,1,0,0,0
Alexia Jolicoeur-Martineau,1,0,0,0,0
Ioannis Mitliagkas,1,1,0,1,0
Lei Luo,1,0,0,0,0
Yanfu Zhang,1,1,0,0,0
Heng Huang,1,1,1,2,1
Divyam Madaan,1,1,0,0,0
Pratyush Maini,1,0,0,0,2
Eric Wong,2,0,0,0,1
Yuren Mao,1,0,0,0,0
Weiwei Liu,1,0,4,5,1
Xuemin Lin,1,0,0,0,0
Matthias Minderer,1,0,0,0,0
Olivier Bachem,1,0,0,0,0
Neil Houlsby,1,0,0,0,0
Michael Tschannen,1,0,0,0,0
Surbhi Goel,1,0,0,1,1
Nathan Srebro,1,0,0,0,0
NhatHai Phan,1,0,0,0,0
My T. Thai,1,0,0,0,0
Han Hu,1,0,0,0,0
Tong Sun,1,0,0,0,0
Rafael Pinot,1,1,1,3,1
Raphael Ettedgui,1,0,1,0,0
Geovani Rizk,1,0,0,1,0
Yann Chevaleyre,1,1,1,1,0
Jamal Atif,1,1,1,0,1
Muni Sreenivas Pydi,1,1,0,1,1
Varun S. Jog,1,1,0,0,0
Sang Michael Xie,1,0,0,0,0
Fanny Yang,1,0,0,0,1
John C. Duchi,1,0,0,0,0
Ankit Raj,1,0,0,0,0
Yoram Bresler,1,0,0,0,0
Amin Rakhsha,1,0,0,0,0
Goran Radanovic,1,0,0,0,0
Rati Devidze,1,0,0,0,0
Adish Singla,2,0,1,0,0
Leslie Rice,1,1,0,0,0
Yuji Roh,1,0,0,0,0
Steven Whang,1,0,0,0,0
Changho Suh,1,0,0,0,0
David Rolnick,1,0,0,0,0
Konrad P. Kording,1,0,0,0,0
Elan Rosenfeld,1,0,0,0,0
Ezra Winston,1,0,0,0,0
Parsa Saadatpanah,1,0,0,0,0
Alexandre Sablayrolles,1,0,0,1,0
Matthijs Douze,1,0,0,0,1
Cordelia Schmid,1,0,0,0,0
Hervé Jégou,1,0,0,0,0
Yonadav Shavit,1,0,0,1,0
Benjamin L. Edelman,1,0,0,0,0
Brian Axelrod,1,0,0,0,0
Baifeng Shi,1,0,0,0,0
Qi Dai,1,0,0,0,0
Yadong Mu,1,0,0,1,0
Jingdong Wang,1,0,1,0,0
Nian Si,1,0,0,0,0
Zhengyuan Zhou,1,0,0,0,0
Jose H. Blanchet,1,1,1,0,0
Sahil Singla,1,1,1,0,0
David Stutz,1,0,0,0,0
Bernt Schiele,1,0,1,0,0
Shruti Tople,1,1,0,0,0
Amit Sharma,1,0,1,0,0
Aditya Nori,1,0,0,0,0
Jens Behrmann,1,0,0,0,0
Nicolas Papernot,1,3,6,2,1
Jörn-Henrik Jacobsen,1,0,0,0,0
Yun-Yun Tsai,1,0,0,0,0
Yuh-Shyang Wang,1,0,0,0,0
Lily Weng,1,0,0,0,0
Yuxin Wen,1,0,1,0,1
Shuai Li,1,0,0,3,0
Kui Jia,1,0,0,0,0
Kaiwen Wu,1,0,0,0,0
Allen Houze Wang,1,0,0,0,0
Yaoliang Yu,1,0,0,2,0
Yi-Hsuan Wu,1,0,0,0,0
Chia-Hung Yuan,1,1,0,0,0
Tony Duan,1,0,0,0,0
J. Edward Hu,1,0,0,0,0
Ilya P. Razenshteyn,1,0,0,0,0
Zonghan Yang,1,0,1,1,0
Chenglong Bao,1,0,0,0,0
Zuoqiang Shi,1,0,0,0,0
Yuhao Zhang,1,0,1,0,0
Loris D'Antoni,1,0,1,0,0
Yonggang Zhang,1,1,1,0,0
Ya Li,1,0,1,0,0
Tongliang Liu,1,4,5,5,2
Xinmei Tian,1,1,2,0,0
Xuezhou Zhang,1,1,1,1,0
Yuzhe Ma,1,0,0,0,0
Jingfeng Zhang,1,3,2,3,0
Xilie Xu,1,0,1,2,0
Bo Han,1,4,6,3,2
Gang Niu,1,4,2,0,0
Lizhen Cui,1,0,0,0,0
Masashi Sugiyama,1,4,2,3,0
Mohan S. Kankanhalli,1,0,1,2,0
Shengjia Zhao,1,0,0,0,0
Sicheng Zhu,1,0,0,1,0
Xiao Zhang,1,0,0,1,0
David Evans,1,1,0,1,0
Dylan Slack,0,1,0,0,0
Anna Hilgard,0,1,0,0,0
Sameer Singh,0,1,0,0,0
Jean Kossaifi,0,1,0,0,0
Zifeng Wang,0,1,0,0,0
Tong Jian,0,1,0,0,0
Aria Masoomi,0,1,0,0,0
Stratis Ioannidis,0,1,0,0,0
Jennifer G. Dy,0,1,0,0,0
Jungwuk Park,0,1,0,1,0
Minseok Choi,0,1,0,0,0
Woojin Lee,0,1,0,0,0
Jinseong Park,0,1,0,1,0
Xiao Jin,0,1,0,0,0
Chia-Yi Hsu,0,2,0,0,1
Chia-Mu Yu,0,2,0,0,1
Tianyi Chen,0,1,0,0,0
Flint Xiaofeng Fan,0,1,0,0,0
Yining Ma,0,1,0,0,0
Wei Jing,0,1,0,0,0
Cheston Tan,0,1,0,0,0
Trung Dang,0,1,0,0,0
Om Thakkar,0,1,0,0,0
Swaroop Ramaswamy,0,1,0,0,0
Rajiv Mathews,0,1,0,0,0
Peter Chin,0,1,0,0,0
Françoise Beaufays,0,1,0,0,0
Vasu Singla,0,1,1,1,0
Songwei Ge,0,1,0,0,0
Ronen Basri,0,1,0,0,0
David W. Jacobs,0,1,0,0,0
Shasha Li,0,1,0,0,0
Abhishek Aich,0,1,1,0,0
Shitong Zhu,0,1,0,0,0
M. Salman Asif,0,1,1,0,0
Chengyu Song,0,1,2,0,0
Amit K. Roy-Chowdhury,0,1,0,0,0
Srikanth V. Krishnamurthy,0,1,1,0,0
Mark Herbster,0,1,0,0,0
Stephen Pasteris,0,1,0,0,0
Fabio Vitale,0,1,0,0,0
Massimiliano Pontil,0,2,0,0,0
Daniel Kane,0,1,0,1,0
Ankit Pensia,0,1,0,0,0
Thanasis Pittas,0,1,0,0,0
Alistair Stewart,0,1,0,0,0
Vladimir Braverman,0,1,0,0,0
Mariano Schain,0,1,0,0,0
Sandeep Silwal,0,1,0,0,0
Samson Zhou,0,1,0,1,1
Jie Ren,0,1,1,1,0
Die Zhang,0,1,0,0,0
Lu Chen,0,1,0,0,0
Zhanpeng Zhou,0,1,0,0,0
Yiting Chen,0,1,1,0,0
Xu Cheng,0,1,0,0,0
Xin Wang,0,2,0,0,0
Meng Zhou,0,1,1,0,0
Jie Shi,0,1,1,0,0
Quanshi Zhang,0,3,1,1,0
Sylvestre-Alvise Rebuffi,0,2,0,0,0
Olivia Wiles,0,2,0,0,0
Florian Stimberg,0,2,0,1,0
Dan Andrei Calian,0,2,1,0,0
Timothy A. Mann,0,2,0,0,0
Jaehoon Lee,0,1,0,0,0
Jihyeon Hyeong,0,1,0,0,0
Jinsung Jeon,0,1,0,0,0
Noseong Park,0,2,0,0,0
Jihoon Cho,0,1,0,0,0
Xinshuai Dong,0,1,1,0,0
Anh Tuan Luu,0,2,1,0,0
Min Lin,0,1,1,3,1
Shuicheng Yan,0,1,1,2,0
Hanwang Zhang,0,1,1,0,1
Arun Jambulapati,0,1,0,0,0
Tselil Schramm,0,1,0,0,0
Kevin Tian,0,1,0,0,0
Muhammad Awais,0,1,0,0,0
Fengwei Zhou,0,1,0,0,0
Chuanlong Xie,0,1,1,0,0
Jiawei Li,0,1,0,1,0
Sung-Ho Bae,0,1,0,0,0
Mugalodi Rakesh,0,1,0,0,0
Jogendra Nath Kundu,0,1,0,0,0
Varun Jampani,0,2,0,0,0
Sihyun Yu,0,1,0,0,0
Le Song,0,1,0,0,0
Silvio Lattanzi,0,1,0,0,0
Benjamin Moseley,0,1,0,0,0
Sergei Vassilvitskii,0,1,0,0,0
Yuyan Wang,0,1,0,0,0
Rudy Zhou,0,1,0,0,0
Hanxun Huang,0,1,0,0,0
James Bailey,0,1,0,0,0
Xingjun Ma,0,2,1,1,1
Federica Granese,0,1,0,0,0
Marco Romanelli,0,1,0,0,0
Daniele Gorla,0,1,0,0,0
Catuscia Palamidessi,0,1,0,0,0
Pablo Piantanida,0,1,0,0,0
Zhengyu Zhao,0,1,0,1,1
Zhuoran Liu,0,1,0,1,1
Martha A. Larson,0,1,0,1,0
Alexander Robey,0,1,1,0,1
Luiz F. O. Chamon,0,1,1,0,0
George J. Pappas,0,1,2,0,1
Hamed Hassani,0,1,2,0,1
Alejandro Ribeiro,0,1,0,0,0
Shaobo Wang,0,1,0,0,0
Xingchen Wan,0,1,0,0,0
Henry Kenlay,0,1,0,0,0
Robin Ru,0,1,0,0,0
Arno Blaas,0,1,0,0,0
Michael A. Osborne,0,1,0,0,0
Xiaowen Dong,0,1,0,0,0
Boxi Wu,0,1,0,0,0
Deng Cai,0,1,0,0,0
Xiaofei He,0,1,0,0,0
Samyak Gupta,0,1,1,0,0
Ryo Sato,0,1,0,0,0
Mirai Tanaka,0,1,0,0,0
Akiko Takeda,0,1,0,0,0
Tobias Schmidt,0,1,0,0,0
Hakan Sirin,0,1,0,0,0
Zeyu Qin,0,1,1,1,1
Yanbo Fan,0,1,2,0,0
Hongyuan Zha,0,1,0,2,1
Baoyuan Wu,0,1,3,3,2
Udari Madhushani,0,1,0,0,0
Abhimanyu Dubey,0,1,0,0,0
Naomi Ehrich Leonard,0,1,0,0,0
Alex Pentland,0,1,0,0,0
Anindya De,0,1,0,0,0
Huan Li,0,1,0,0,0
MohammadHesam NikpeySalekde,0,1,0,0,0
L. Elisa Celis,0,1,0,0,0
Anay Mehrotra,0,1,0,0,1
Nisheeth K. Vishnoi,0,1,0,0,0
Wen Shen,0,1,0,0,0
Qihan Ren,0,1,0,1,0
Dongrui Liu,0,1,0,0,0
Souvik Kundu,0,1,0,1,0
Qirui Sun,0,1,0,0,0
Yao Fu,0,1,0,0,0
Massoud Pedram,0,1,0,0,0
Peter A. Beerel,0,1,0,0,0
Peter L. Bartlett,0,1,0,1,0
Sébastien Bubeck,0,2,0,0,0
Yeshwanth Cherapanamjeri,0,2,0,0,0
Sanghyun Hong,0,1,1,2,1
Michael-Andrei Panaitescu-Liess,0,1,0,0,0
Yigitcan Kaya,0,2,1,0,0
Tudor Dumitras,0,2,0,0,0
Tahrima Rahman,0,1,0,0,0
Sara Rouhani,0,1,0,0,0
Vibhav Gogate,0,1,0,0,0
Arpan Mukherjee,0,1,0,0,0
Ali Tajer,0,1,0,0,0
Kuan-Chieh Wang,0,1,0,0,0
Yan Fu,0,1,0,0,0
Ke Li,0,1,0,1,0
Ashish Khisti,0,1,0,0,0
Richard S. Zemel,0,1,0,0,0
Alireza Makhzani,0,1,0,0,0
Xiaorui Liu,0,3,0,0,3
Jiayuan Ding,0,1,0,0,0
Wei Jin,0,2,0,0,0
Han Xu,0,2,0,1,2
Yao Ma,0,2,0,0,0
Zitao Liu,0,1,0,1,0
Jiliang Tang,0,3,0,1,0
Jacob M. Springer,0,1,0,0,0
Melanie Mitchell,0,1,0,0,0
Garrett T. Kenyon,0,1,1,0,0
Anqi Mao,0,1,1,1,0
Yutao Zhong,0,1,1,1,0
Guanya Shi,0,1,0,0,0
Kamyar Azizzadenesheli,0,1,0,0,0
Michael O'Connell,0,1,0,0,0
Soon-Jo Chung,0,1,0,0,0
Yisong Yue,0,1,1,0,0
Yang An,0,1,0,0,0
Rui Gao,0,1,0,0,0
Pouya Bashivan,0,1,0,0,0
Reza Bayat,0,1,0,0,0
Adam Ibrahim,0,1,0,0,0
Kartik Ahuja,0,1,0,0,0
Mojtaba Faramarzi,0,1,0,0,0
Touraj Laleh,0,1,0,0,0
Blake A. Richards,0,1,0,0,0
Irina Rish,0,1,0,0,0
Samuel Deng,0,1,0,0,1
Sanjam Garg,0,1,1,0,0
Saeed Mahloujifar,0,2,2,3,0
Mohammad Mahmoody,0,1,2,0,0
Abhradeep Guha Thakurta,0,1,0,0,0
Arjun R. Akula,0,1,0,0,0
Soravit Changpinyo,0,1,0,0,0
Song-Chun Zhu,0,1,0,0,0
Leonard Berrada,0,1,0,0,0
Robert Stanforth,0,1,0,0,0
M. Pawan Kumar,0,1,0,0,0
Thong Nguyen,0,1,0,0,0
Hassan Dbouk,0,1,1,1,0
Naresh R. Shanbhag,0,1,1,1,0
Wenbo Guo,0,4,0,2,2
Xian Wu,0,2,0,1,0
Usmann Khan,0,1,0,0,0
Xinyu Xing,0,4,0,1,0
Guanlin Liu,0,1,0,1,0
Lifeng Lai,0,1,0,1,0
Jingwei Sun,0,1,0,0,1
Ang Li,0,1,0,1,0
Louis DiValentin,0,1,0,0,0
Amin Hassanzadeh,0,1,0,0,0
Adam Kalai,0,1,0,0,0
Varun Kanade,0,1,1,0,0
Anindya Sarkar,0,1,0,0,0
Anirban Sarkar,0,1,0,0,0
Sowrya Gali,0,1,0,0,0
Vineeth N. Balasubramanian,0,3,0,0,0
Yonggan Fu,0,2,0,1,0
Qixuan Yu,0,2,0,0,0
Yang Zhang,0,1,2,2,0
Shang Wu,0,1,0,1,0
Xu Ouyang,0,1,0,0,0
Yingyan Lin,0,2,0,0,0
Minjing Dong,0,1,1,1,0
Yunhe Wang,0,2,1,0,0
Xinghao Chen,0,1,1,0,0
Chang Xu,0,3,1,4,0
Shujian Zhang,0,2,0,0,0
Xinjie Fan,0,2,0,0,0
Huangjie Zheng,0,1,0,0,0
Korawat Tanwisuth,0,1,0,0,0
Mingyuan Zhou,0,3,0,0,1
Krishna Kanth Nakka,0,1,0,0,0
Bhavin Choksi,0,1,0,0,0
Milad Mozafari,0,1,0,0,0
Callum Biggs O'May,0,1,0,0,0
Benjamin Ador,0,1,0,0,0
Andrea Alamia,0,1,0,0,0
Rufin VanRullen,0,1,0,0,0
Zixiu Wang,0,1,0,0,0
Hu Ding,0,1,0,0,0
Yao Qin,0,1,1,0,0
Xuezhi Wang,0,1,1,0,0
Alex Beutel,0,1,1,0,0
Ed H. Chi,0,1,0,0,0
Paul Viallard,0,1,0,0,0
Guillaume Vidot,0,1,0,0,0
Amaury Habrard,0,1,0,0,0
Emilie Morvant,0,1,0,0,0
Shuyu Cheng,0,1,0,0,0
Guoqiang Wu,0,1,0,1,0
Ulrich Aïvodji,0,1,1,0,0
Hiromi Arai,0,1,0,0,0
Sébastien Gambs,0,1,1,0,1
Kanghyun Choi,0,1,0,0,0
Deokki Hong,0,1,0,0,0
Youngsok Kim,0,1,0,0,0
Jinho Lee,0,1,0,0,0
Xiang Gu,0,1,0,0,0
Xi Yu,0,1,0,0,0
Yan Yang,0,1,0,0,0
Jian Sun,0,1,0,0,0
Zongben Xu,0,1,0,0,0
Longqi Yang,0,1,0,0,0
Liangliang Zhang,0,1,0,0,0
Wenjing Yang,0,1,0,0,0
Yige Li,0,1,0,1,0
Xixiang Lyu,0,1,0,1,0
Nodens Koren,0,1,0,1,0
Lingjuan Lyu,0,1,4,6,0
Qiyu Kang,0,1,1,1,0
Qinxu Ding,0,1,0,0,0
Wee Peng Tay,0,1,1,1,0
Brandon Carter,0,1,0,0,0
Siddhartha Jain,0,1,0,0,0
Jonas Mueller,0,1,0,0,0
David Gifford,0,1,0,0,0
Chawin Sitawarin,0,1,1,1,0
Evgenios M. Kornaropoulos,0,1,0,0,0
Dawn Song,0,1,0,4,3
David A. Wagner,0,1,1,0,0
Jiachen Sun,0,1,0,1,0
Yulong Cao,0,1,0,0,0
Christopher B. Choy,0,1,0,0,0
Zhuoqing Morley Mao,0,1,0,0,0
Jenelle Feather,0,1,0,0,0
Hang Le,0,1,0,0,0
Josh H. McDermott,0,1,0,0,0
Susheel Suresh,0,1,0,0,0
Cong Hao,0,1,0,0,0
Jennifer Neville,0,1,0,0,0
Tianyun Zhang,0,1,0,0,0
Jiacen Xu,0,1,0,0,0
Makan Fardad,0,1,0,0,0
Kaiwen Yang,0,1,1,0,0
Tianyi Zhou,0,1,3,0,0
Dacheng Tao,0,1,1,1,0
Lei Feng,0,1,1,0,0
Sheng-Jun Huang,0,1,1,0,0
Varun Gupta,0,1,1,0,0
Christopher Jung,0,1,1,0,0
Seth Neel,0,1,0,0,0
Aaron Roth,0,1,1,1,1
Saeed Sharifi-Malvajerdi,0,1,0,1,1
Chris Waites,0,1,0,0,0
Chao Ma,0,1,1,0,0
Lexing Ying,0,1,0,0,0
Swaminathan Gurumurthy,0,1,0,0,0
Shaojie Bai,0,1,0,0,0
Zachary Manchester,0,1,0,0,0
Jayaraman J. Thiagarajan,0,1,0,0,0
Vivek Sivaraman Narayanaswamy,0,1,0,0,0
Deepta Rajan,0,1,0,0,0
Jia Liang,0,1,0,0,0
Akshay Chaudhari,0,1,0,0,0
Andreas Spanias,0,1,0,0,0
Sohini Upadhyay,0,1,0,0,0
Shalmali Joshi,0,1,0,0,0
Tam Le,0,1,0,0,0
Truyen Nguyen,0,1,0,0,0
Makoto Yamada,0,1,0,0,0
Klas Leino,0,2,0,1,0
