Class_Id,uuid,Name,Course Name,URL Used,Semester,Sample,Education Level,Lecture,Notes,Code 1,Code 2,Code 3,Code 4,
16,,,,,,,undergraduate,13,classification: naive bayesian,other->ml,,,,
16,,,,,,,undergraduate,14,classification: ensemble learning,other->ml,,,,
16,,,,,,,undergraduate,15,midterm review,none,,,,
16,,,,,,,undergraduate,16,midterm review,none,,,,
16,,,,,,,undergraduate,17,clustering: basics,other->ml,,,,
16,,,,,,,undergraduate,18,clustering: k-means clustering,other->ml,,,,
16,,,,,,,undergraduate,19,clustering: hierarchical & density-based clustering,other->ml,,,,
16,,,,,,,undergraduate,20,deep learning: introduction,other->ml,,,,
16,,,,,,,undergraduate,21,deep learning: cnn & rnn,other->ml,,,,
16,,,,,,,undergraduate,22,hands-on lab4: clustering,other->ml,,,,
16,,,,,,,undergraduate,23,hands-on lab4: pytorch & cnn & rnn,other->ml,,,,
16,,,,,,,undergraduate,24,"deep learning: attention, transformers, and llm",other->ml,,,,
16,,,,,,,undergraduate,25,deep learning: adversarial machine learning 1,security,privacy,,,
16,,,,,,,undergraduate,26,deep learning: adversarial machine learning 2,security,privacy,,,
16,,,,,,,undergraduate,27,thanksgiving,none,,,,
16,,,,,,,undergraduate,28,thanksgiving,none,,,,
16,,,,,,,undergraduate,29,hands-on lab6: adv ml,security,privacy,,,
16,,,,,,,undergraduate,30,final review,none,,,,
16,,,,,,,undergraduate,31,group project expo,none,,,,
16,,,,,,,undergraduate,32,final exam,none,,,,
17,adversarial machine learning22-FL,Jinghui Chen,adversarial machine learning,https://jinghuichen.github.io/AdvML22Fall/,22-FL,adversarial machine learning22-FL.pdf,graduate,1,course introduction (adversarial ml),privacy,security,,,
17,,,,,,,graduate,2,basic adversarial attacks in deep learning,security->evasion->attack,,,,
17,,,,,,,graduate,3,adversarial attacks in practical settings,security->evasion->attack,,,,
17,,,,,,,graduate,4,project presentation,none,,,,
17,,,,,,,graduate,5,defenses strategies for adversarial attacks,security->evasion->defense,,,,
17,,,,,,,graduate,6,understanding adversarial training & certified defenses,security->evasion->defense->heuristic,security->evasion->defense->certified,,,
17,,,,,,,graduate,7,poisoning attacks in deep learning,security->poisoning->attack,,,,
17,,,,,,,graduate,8,backdoor attacks and defenses,security->poisoning->backdoor->attack,security->poisoning->backdoor->defense,,,
17,,,,,,,graduate,9,learnability attacks in deep learning,security->poisoning->attack,,,,
17,,,,,,,graduate,10,project midterm presentation,none,,,,
17,,,,,,,graduate,11,security problems in federated machine learning,security,threat model->federated learning,,,
17,,,,,,,graduate,12,privacy attacks and defenses,privacy->attack,privacy->defense,,,
17,,,,,,,graduate,13,adversarial machine learning beyond image classification,,,,,
17,,,,,,,graduate,14,no class,none,,,,
17,,,,,,,graduate,15,final project presentation,none,,,,
17,,,,,,,graduate,16,final project presentation,none,,,,
18,data mining and machine learning24-SP,Steve Hanneke,data mining and machine learning,https://www.cs.purdue.edu/homes/clifton/cs373/,24-SP,data mining and machine learning24-SP.pdf,undergraduate,1,Course Overview,other->ml,,,,
18,,,,,,,undergraduate,2,Probability and Statistics Review,other->ml,,,,
18,,,,,,,undergraduate,3,Exploratory data analysis,other->ml,,,,
18,,,,,,,undergraduate,4,Predictive Modeling: Nearest Neighbor & decision tree,other->ml,,,,
18,,,,,,,undergraduate,5,Predictive Modeling: naive bayes,other->ml,,,,
18,,,,,,,undergraduate,6,Predictive Modeling: SVM,other->ml,,,,
18,,,,,,,undergraduate,7,Predictive Modeling: ensemble methods,other->ml,,,,
18,,,,,,,undergraduate,8,Deep Learning,other->ml,,,,
18,,,,,,,undergraduate,9,Learning theory,other->ml,,,,
18,,,,,,,undergraduate,10,Ethics Issues in AI,other->ethics,,,,
18,,,,,,,undergraduate,11,Descriptive Modeling,other->ml,,,,
18,,,,,,,undergraduate,12,Descriptive Modeling,other->ml,,,,
18,,,,,,,undergraduate,13,Further Topics,other->ml,,,,
19,machine learning25-SP,Ilias Diakonikolas,machine learning,http://www.iliasdiakonikolas.org/,25-SP,Machine Learning25-SP.pdf,graduate,1,course overview,other->ml,,,,
19,,,,,,,graduate,2,"ML Overview: Supervised/Unsupervised/RL, Classification/Regression, General Approach",other->ml,,,,
19,,,,,,,graduate,3,"Supervised Learning I: Setup, Examples. Instance-Based Learning, Decision Trees",other->ml,,,,
19,,,,,,,graduate,4,Supervised Learning II: Setup + Examples. Decision Trees,other->ml,,,,
19,,,,,,,graduate,5,"Evaluation: Bias, Cross-Validation, Precision/Recall, ROC Curves",other->ml,,,,
19,,,,,,,graduate,6,"Regression I: Linear Regression, Logistic Regression, Normal equations, GD",other->ml,,,,
19,,,,,,,graduate,7,"Regression II: Logistic Regression, Gradient Descent Analysis, SGD",other->ml,,,,
19,,,,,,,graduate,8,"Naive Bayes: Generative vs Discriminative Models, ML vs MAP",other->ml,,,,
19,,,,,,,graduate,9,"Neural Networks I: Perceptron, Training, MLPs",other->ml,,,,
19,,,,,,,graduate,10,"Neural Networks II: Training, Optimization, SGD, Backpropagation",other->ml,,,,
19,,,,,,,graduate,11,"Neural Networks III: Regularization, Data Augmentation",other->ml,,,,
19,,,,,,,graduate,12,Neural Networks IV: CNNs,other->ml,,,,
19,,,,,,,graduate,13,Neural Networks IV: RNNs,other->ml,,,,
19,,,,,,,graduate,14,Practical Aspects of Training + Review,other->ml,,,,
19,,,,,,,graduate,15,"Generative Models: Autoregressive, Flows, GANs",other->ml,,,,
19,,,,,,,graduate,16,"Kernels + SVMs:Margins, Support Vectors, Kernels",other->ml,,,,
19,,,,,,,graduate,17,"Graphical Models I: Bayesian Networks, Training, Structure Learning",other->ml,,,,
19,,,,,,,graduate,18,"Graphical Models II: Undirected Models, Markov Random Fields",other->ml,,,,
19,,,,,,,graduate,19,"Unsupervised Learning I: Clustering, GMM models, EM",other->ml,,,,
19,,,,,,,graduate,20,"Unsupervised Learning II: Dimensionality Reduction, PCA",other->ml,,,,
19,,,,,,,graduate,21,"Learning Theory: Generalization, PAC",other->ml,,,,
19,,,,,,,graduate,22,"Reinforcement Learning I: MDPs, Value Iteration, Policy Iteration        ",other->ml,,,,
19,,,,,,,graduate,23,"Reinforcement Learning II: Q-learning, Approximation",other->ml,,,,
19,,,,,,,graduate,24,"Reinforcement Learning III: Function Approximation, Policy Search, Reinforce",other->ml,,,,
20,introduction to artificial intelligence22-SP,Ilias Diakonikolas,introduction to artificial intelligence,https://pages.cs.wisc.edu/~sharonli/courses/cs540_spring2022/index.html,22-SP,introduction to artificial intelligence22-SP.pdf,undergraduate,1,welcome and course overview,other->ml,,,,
20,,,,,,,undergraduate,2,probability,other->ml,,,,
20,,,,,,,undergraduate,3,linear algebra and pca,other->ml,,,,
20,,,,,,,undergraduate,4,statistics and math review,other->ml,,,,
20,,,,,,,undergraduate,5,introduction to logic,other->ml,,,,
20,,,,,,,undergraduate,6,natural language processing,other->ml,,,,
20,,,,,,,undergraduate,7,machine learning: introduction,other->ml,,,,
20,,,,,,,undergraduate,8,machine learning: unsupervised learning 1,other->ml,,,,
20,,,,,,,undergraduate,9,machine learning: unsupervised learning 2,other->ml,,,,
20,,,,,,,undergraduate,10,machine learning: linear regression,other->ml,,,,
20,,,,,,,undergraduate,11,machine learning: k-nearest neighbors & naive bayes,other->ml,,,,
20,,,,,,,undergraduate,12,machine learning: neural network (perceptron),other->ml,,,,
20,,,,,,,undergraduate,13,machine learning: neural network 2,other->ml,,,,
20,,,,,,,undergraduate,14,machine learning: neural network 3,other->ml,,,,
20,,,,,,,undergraduate,15,deep learning 1,other->ml,,,,
20,,,,,,,undergraduate,16,deep learning 2,other->ml,,,,
20,,,,,,,undergraduate,17,deep learning 3,other->ml,,,,
20,,,,,,,undergraduate,18,deep learning and neural network's summary,other->ml,,,,
20,,,,,,,undergraduate,19,game 1,other->ml,,,,
20,,,,,,,undergraduate,20,game 2,other->ml,,,,
20,,,,,,,undergraduate,21,search 1: un-informed search,other->ml,,,,
20,,,,,,,undergraduate,22,search 2: informed search,other->ml,,,,
20,,,,,,,undergraduate,23,advanced search algorithm,other->ml,,,,
20,,,,,,,undergraduate,24,introduction to reinforcement learning - 1,other->ml,,,,
20,,,,,,,undergraduate,25,introduction to reinforcement learning - 2,other->ml,,,,
20,,,,,,,undergraduate,26,rl & search summary 1,other->ml,,,,
20,,,,,,,undergraduate,27,ethics of ai,other->ethics,,,,
20,,,,,,,undergraduate,28,ai in real world,other->ml,,,,
21,advanced deep learning20-SP,Sung Ju Hwang,advanced deep learning,https://github.com/sjhwang82/AdvancedML,20-SP,advanced deep learning20-SP.pdf,graduate,1,Course Introduction,other->ml,,,,
21,,,,,,,graduate,2,Review of Deep Learning Basics (Video Lecture),other->ml,,,,
21,,,,,,,graduate,3,Vision Transformers (Lecture),other->ml,,,,
21,,,,,,,graduate,4,Vision Transformers / Self-Supervised Learning (Lecture),other->ml,,,,
21,,,,,,,graduate,5,Self-Supervised Learning (Lecture),other->ml,,,,
21,,,,,,,graduate,6,Self-Supervised Learning (Presentation),other->ml,,,,
21,,,,,,,graduate,7,"Bayesian Deep Learning - Bayesian ML Basics, Bayesian Neural Networks (Lecture)",other->ml,,,,
21,,,,,,,graduate,8,"Bayesian Deep Learning - Bayesian Approximations, Uncertainties in Prediction (Lecture)",other->ml,,,,
21,,,,,,,graduate,9,"Bayesian Deep Learning - MCMC Sampling for Bayesian Inference, Neural Processes (Lecture)",other->ml,,,,
21,,,,,,,graduate,10,Bayesian Deep Learning (Presentation),other->ml,,,,
21,,,,,,,graduate,11,Deep Generative Models - Advanced GANs (Lecture),other->ml,,,,
21,,,,,,,graduate,12,Deep Generative Models - Advanced GANs (Presentation) Initial Proposal Due,other->ml,,,,
21,,,,,,,graduate,13,Deep Generative Models - Diffusion Models (Lecture),other->ml,,,,
21,,,,,,,graduate,14,Deep Generative Models - Diffusion Models (Lecture),other->ml,,,,
21,,,,,,,graduate,15,Deep Generative Models - Diffusion Models (Presentation),other->ml,,,,
21,,,,,,,graduate,16,Mid-term Presentation,none,,,,
21,,,,,,,graduate,17,Large Language Models (Lecture),other->ml,,,,
21,,,,,,,graduate,18,Multimodal Generative Models (Lecture),other->ml,,,,
21,,,,,,,graduate,19,Large Language Models and Multimodal Generative Models (Presentation),other->ml,,,,
21,,,,,,,graduate,20,Deep Reinforcement Learning - Deep RL Basics (Lecture),other->ml,,,,
21,,,,,,,graduate,21,"Deep Reinforcement Learning - Policy-based RL, Model-based RL (Lecture)",other->ml,,,,
21,,,,,,,graduate,22,"Deep Reinforcement Learning - Offline RL, Exploration, RL via Sequence Modeling (Lecture)",other->ml,,,,
21,,,,,,,graduate,23,Deep Reinforcement Learning (Presentation),other->ml,,,,
21,,,,,,,graduate,24,Meta Learning (Lecture),other->ml,,,,
21,,,,,,,graduate,25,Meta Learning (Presentation),other->ml,,,,
21,,,,,,,graduate,26,Continual Learning (Lecture),other->ml,,,,
21,,,,,,,graduate,27,Continual Learning (Presentation),other->ml,,,,
21,,,,,,,graduate,28,Robust Deep Learning (Lecture),other->ml,,,,
21,,,,,,,graduate,29,Robust Deep Learning (Presentation),other->ml,,,,
21,,,,,,,graduate,30,Deep Graph Learning (Lecture),other->ml,,,,
21,,,,,,,graduate,31,Deep Graph Learning (Presentation),other->ml,,,,
21,,,,,,,graduate,32,Final Presentation,none,,,,
22,advanced machine learning24-SP,Xinhua Zhang,advanced machine learning,https://www.cs.uic.edu/%7Ezhangx/teaching/CS512_Spring_2024_Syllabus.pdf,24-SP,CS512_Spring_2024_Syllabus.pdf,graduate,1,course introduction,other->ml,,,,
22,,,,,,,graduate,2,feedforward networks,other->ml,,,,
22,,,,,,,graduate,3,convolutional network,other->ml,,,,
22,,,,,,,graduate,4,back-propagation,other->ml,,,,
22,,,,,,,graduate,5,probability and graph basics,other->ml,,,,
22,,,,,,,graduate,6,directed graphical models and undirected graphical models,other->ml,,,,
22,,,,,,,graduate,7,max-likelihood learning on graphical models and conditional random fields,other->ml,,,,
22,,,,,,,graduate,8,variable elimination,other->ml,,,,
22,,,,,,,graduate,9,sum-product algorithm,other->ml,,,,
22,,,,,,,graduate,10,mixture model and EM algorithm,other->ml,,,,
22,,,,,,,graduate,11,"restricted boltzman machine, contrastive divergence, and contrastive inference in graphical models",other->ml,,,,
22,,,,,,,graduate,12,recurrent and auto-regressive models,other->ml,,,,
22,,,,,,,graduate,13,neural network regularization,other->ml,,,,
22,,,,,,,graduate,14,neural network optimization and practicum,other->ml,,,,
22,,,,,,,graduate,15,secure deep learning,other->ml,,,,
22,,,,,,,graduate,16,convex sets,other->ml,,,,
22,,,,,,,graduate,17,convex functions,other->ml,,,,
22,,,,,,,graduate,18,convex problem and duality,other->ml,,,,
22,,,,,,,graduate,19,variational inference,other->ml,,,,
22,,,,,,,graduate,20,sampling ,other->ml,,,,
22,,,,,,,graduate,21,variational autoencoder,other->ml,,,,
22,,,,,,,graduate,22,GAN and normalizing flow,other->ml,,,,
22,,,,,,,graduate,23,diffusion models,other->ml,,,,
22,,,,,,,graduate,24,markov decision process (mdp),other->ml,,,,
22,,,,,,,graduate,25,RL as graphical model inference,other->ml,,,,
22,,,,,,,graduate,26,"decision transformer, and extensions of meta RL and multi-agent",other->ml,,,,
22,,,,,,,graduate,27,GAIL: Generative Adversarial Imitation Learning IQL,other->ml,,,,
22,,,,,,,graduate,28,course project presentation,none,,,,
23,introduction to machine learning23-FL,Xinhua Zhang,introduction to machine learning,https://www.cs.uic.edu/%7Ezhangx/teaching/CS412_Fall_2023_Syllabus.pdf,23-FL,introduction to machine learning23-FL.pdf,undergraduate,1,introduction,other->ml,,,,
23,,,,,,,undergraduate,2,"basic linera algebra, probability and statistics",other->ml,,,,
23,,,,,,,undergraduate,3,supervised learning,other->ml,,,,
23,,,,,,,undergraduate,4,design and anlysis of ml experiments & cross validation,other->ml,,,,
23,,,,,,,undergraduate,5,bayes decision theory,other->ml,,,,
23,,,,,,,undergraduate,6,parametric methods,other->ml,,,,
23,,,,,,,undergraduate,7,multivariate methods + midterm,other->ml,,,,
23,,,,,,,undergraduate,8,naive bayes,other->ml,,,,
23,,,,,,,undergraduate,9,bayesian estimation applied to naive bayes,other->ml,,,,
23,,,,,,,undergraduate,10,clustering,other->ml,,,,
23,,,,,,,undergraduate,11,revision and course project introduction,other->ml,,,,
23,,,,,,,undergraduate,12,decision trees + midterm,other->ml,,,,
23,,,,,,,undergraduate,13,linear descrimination,other->ml,,,,
23,,,,,,,undergraduate,14,kernel machines,other->ml,,,,
23,,,,,,,undergraduate,15,multilayer perceptrons,other->ml,,,,
23,,,,,,,undergraduate,16,convolutional networks,other->ml,,,,
23,,,,,,,undergraduate,17,course project presentation,none,,,,
24,deep representation learning23-SP,Xinhua Zhang,deep representation learning,https://www.cs.uic.edu/%7Ezhangx/teaching/CS594_Spring2023_Syllabus.pdf,23-SP,deep representation learning23-SP.pdf,graduate,1,disentangled DRL,other->ml,,,,
24,,,,,,,graduate,2,invariant DRL,other->ml,,,,
24,,,,,,,graduate,3,equivariant DRL,other->ml,,,,
24,,,,,,,graduate,4,fair DRL,other->ml,,,,
24,,,,,,,graduate,5,metric/similarity based learning,other->ml,,,,
24,,,,,,,graduate,6,robust DRL,other->ml,,,,
24,,,,,,,graduate,7,graph representation learning,other->ml,,,,
24,,,,,,,graduate,8,DRL for sequential data (llm),other->ml,,,,
24,,,,,,,graduate,9,DRL for meta-learning and continual learning,other->ml,,,,
24,,,,,,,graduate,10,DRL for domain adaption,other->ml,,,,
24,,,,,,,graduate,11,DRL for multi-task learning,other->ml,,,,
24,,,,,,,graduate,12,DRL for reinforcement learning,other->ml,,,,
24,,,,,,,graduate,13,DRL for neural architecture search,other->ml,,,,
25,machine learning25-SP,Wenbo Guo,machine learning,https://sites.cs.ucsb.edu/~lilei/course/ml22fa/,25-SP,Machine Learning25-SP.pdf,undergraduate,1,"introduction, spam filter",other->ml,,,,
25,,,,,,,undergraduate,2,"supervised learning, loss function, model selection",other->ml,,,,
25,,,,,,,undergraduate,3,"unsupervised learning, dimensionality reduction",other->ml,,,,
25,,,,,,,undergraduate,4,optimization basic: gradient descent and sgd,other->ml,,,,
25,,,,,,,undergraduate,5,feedforward neural networks,other->ml,,,,
25,,,,,,,undergraduate,6,convolutional neural networks,other->ml,,,,
25,,,,,,,undergraduate,7,sequence modeling and recurrent neural networks,other->ml,,,,
25,,,,,,,undergraduate,8,attention mechanism and transformers,other->ml,,,,
25,,,,,,,undergraduate,9,graphical models and MLE,other->ml,,,,
25,,,,,,,undergraduate,10,"gaussian mixture models, EM",other->ml,,,,
25,,,,,,,undergraduate,11,linear dynamical systems,other->ml,,,,
25,,,,,,,undergraduate,12,"undirected graphical models, conditional random fields",other->ml,,,,
25,,,,,,,undergraduate,13,deep latent models and variational inference,other->ml,,,,
25,,,,,,,undergraduate,14,samling methods,other->ml,,,,
25,,,,,,,undergraduate,15,convex optimization,other->ml,,,,
25,,,,,,,undergraduate,16,duality and support vector machine,other->ml,,,,
25,,,,,,,undergraduate,17,svm (part 2) and online learning,other->ml,,,,
25,,,,,,,undergraduate,18,"online learning (part 2), intro to RL",other->ml,,,,
25,,,,,,,undergraduate,19,reinforcement learning (part 1),other->ml,,,,
25,,,,,,,undergraduate,20,reinforcement learning (part 2),other->ml,,,,
25,,,,,,,undergraduate,21,final project poster presentation,none,,,,
26,machine learning24-FL,Raman Arora,machine learning,https://jhu.instructure.com/courses/73850,24-FL,machine learning24-FL.pdf,undergraduate,1,introduction to machine learning,other->ml,,,,
26,,,,,,,undergraduate,2,"course overview, formal introduction",other->ml,,,,
26,,,,,,,undergraduate,3,recitation: probability and statistics,other->ml,,,,
26,,,,,,,undergraduate,4,foundations,other->ml,,,,
26,,,,,,,undergraduate,5,recitation: linear algebra,other->ml,,,,
26,,,,,,,undergraduate,6,"recitation: mle, map, intro python",other->ml,,,,
26,,,,,,,undergraduate,7,linear regression,other->ml,,,,
26,,,,,,,undergraduate,8,"error analysis, statistical view",other->ml,,,,
26,,,,,,,undergraduate,9,gradient descent; bias-variance tradeoff,other->ml,,,,
26,,,,,,,undergraduate,10,regularization,other->ml,,,,
26,,,,,,,undergraduate,11,classification,other->ml,,,,
26,,,,,,,undergraduate,12,recitation: convex optimization,other->ml,,,,
26,,,,,,,undergraduate,13,logistic regression,other->ml,,,,
26,,,,,,,undergraduate,14,softmax: stochastic gradient descent,other->ml,,,,
26,,,,,,,undergraduate,15,recitation: matrix cookbook,other->ml,,,,
26,,,,,,,undergraduate,16,decision trees 1,other->ml,,,,
26,,,,,,,undergraduate,17,decision trees 2,other->ml,,,,
26,,,,,,,undergraduate,18,recitation: practice midterms,none,,,,
26,,,,,,,undergraduate,19,midterm review,none,,,,
26,,,,,,,undergraduate,20,midterm review,none,,,,
26,,,,,,,undergraduate,21,discuss midterm solutions,other->ml,,,,
26,,,,,,,undergraduate,22,ensemble methods,other->ml,,,,
26,,,,,,,undergraduate,23,adaboost,other->ml,,,,
26,,,,,,,undergraduate,24,constrained optimization,other->ml,,,,
26,,,,,,,undergraduate,25,support vector machines,other->ml,,,,
26,,,,,,,undergraduate,26,support vector machines 2,other->ml,,,,
26,,,,,,,undergraduate,27,recitation: hw3,none,,,,
26,,,,,,,undergraduate,28,kernel methods,other->ml,,,,
26,,,,,,,undergraduate,29,generative models for classification,other->ml,,,,
26,,,,,,,undergraduate,30,no recitation/class,none,,,,
26,,,,,,,undergraduate,31,"mixture models, the EM algorithm",other->ml,,,,
26,,,,,,,undergraduate,32,conditional mixture models,other->ml,,,,
26,,,,,,,undergraduate,33,"perceptron, neural networks",other->ml,,,,
26,,,,,,,undergraduate,34,no class: recitation: hw4,none,,,,
26,,,,,,,undergraduate,35,deep learning,other->ml,,,,
26,,,,,,,undergraduate,36,"non-parametric methods, evaluating ml",other->ml,,,,
26,,,,,,,undergraduate,37,representation learning,other->ml,,,,
26,,,,,,,undergraduate,38,clustering,other->ml,,,,
26,,,,,,,undergraduate,39,learning theory,other->ml,,,,
27,optimization for machine learning23-SP,Quanquan Gu,optimization for machine learning,https://uclaml.github.io/CS269-Spring2023/,23-SP,machine learning24-FL.pdf,undergraduate,1,gradient descent,other->ml,,,,
27,,,,,,,undergraduate,2,nesterov's agd,other->ml,,,,
27,,,,,,,undergraduate,3,sgd,other->ml,,,,
27,,,,,,,undergraduate,4,variance reduction,other->ml,,,,
27,,,,,,,undergraduate,5,variance reduction,other->ml,,,,
27,,,,,,,undergraduate,6,canceled due to travel ,other->ml,,,,
27,,,,,,,undergraduate,7,lower bound,other->ml,,,,
27,,,,,,,undergraduate,8,lower bound,other->ml,,,,
27,,,,,,,undergraduate,9,lower bound,other->ml,,,,
27,,,,,,,undergraduate,10,optimization on riemmanian manifold,other->ml,,,,
27,,,,,,,undergraduate,11,optimization on riemmanian manifold,other->ml,,,,
27,,,,,,,undergraduate,12,optimization in probability space,other->ml,,,,
27,,,,,,,undergraduate,13,canceled due to neurips,other->ml,,,,
27,,,,,,,undergraduate,14,optimization in probability space,other->ml,,,,
27,,,,,,,undergraduate,15,optimization in probability space,other->ml,,,,
27,,,,,,,undergraduate,16,implicit bias of logistic regression,other->ml,,,,
27,,,,,,,undergraduate,17,implicit bias of deep linear networks,other->ml,,,,
27,,,,,,,undergraduate,18,implicit bias of deep linear networks,other->ml,,,,
28,software foundations of security and privacy24-FL,Matt Fredrikson,software foundations of security and privacy,https://15316-cmu.github.io/2024/index.html,24-FL,software foundations of security and privacy24-FL.pdf,undergraduate,1,introduction,other->ml,,,,
28,,,,,,,undergraduate,2,propositional logic and proof,other->ml,,,,
28,,,,,,,undergraduate,3,dynamic logic,other->ml,,,,
28,,,,,,,undergraduate,4,semantics of programs,other->ml,,,,
28,,,,,,,undergraduate,5,proving safety,other->ml,,,,
28,,,,,,,undergraduate,6,memory safety,other->ml,,,,
28,,,,,,,undergraduate,7,generating verification conditions,other->ml,,,,
28,,,,,,,undergraduate,8,symbolic evaluation,other->ml,,,,
28,,,,,,,undergraduate,9,program analysis,other->ml,,,,
28,,,,,,,undergraduate,10,beyond safety properties,other->ml,,,,
28,,,,,,,undergraduate,11,information flow,other->ml,,,,
28,,,,,,,undergraduate,12,declassication,other->ml,,,,
28,,,,,,,undergraduate,13,midterm review,none,,,,
28,,,,,,,undergraduate,14,midterm exam,none,,,,
28,,,,,,,undergraduate,15,fall break,none,,,,
28,,,,,,,undergraduate,16,fall break,none,,,,
28,,,,,,,undergraduate,17,termination-sensitive noninterference,other->ml,,,,
28,,,,,,,undergraduate,18,timing attacks,other->ml,,,,
28,,,,,,,undergraduate,19,authorization logic,other->ml,,,,
28,,,,,,,undergraduate,20,proof search in authroization logic,other->ml,,,,
28,,,,,,,undergraduate,21,democracy day (no lecture),none,,,,
28,,,,,,,undergraduate,22,proof representation,other->ml,,,,
28,,,,,,,undergraduate,23,cancelled,none,,,,
28,,,,,,,undergraduate,24,bootstrapping trust,other->ml,,,,
28,,,,,,,undergraduate,25,lab 3 preview,none,,,,
28,,,,,,,undergraduate,26,functional and higher-order information flow,other->ml,,,,
28,,,,,,,undergraduate,27,project day,none,,,,
28,,,,,,,undergraduate,28,thanksgiving,none,,,,
28,,,,,,,undergraduate,29,intermittant computing,other->ml,,,,
28,,,,,,,undergraduate,30,differential privacy,other->ml,,,,
29,bug catching: automated program verification and testing23-SP,Matt Fredrikson,bug catching: automated program verification and testing,https://www.cs.cmu.edu/~15414/syllabus.html,23-SP,15-414 Bug Catching_ Automated Program Verification and Testing.pdf,undergraduate,1,introduction,other->program verifcation,,,,
29,,,,,,,undergraduate,2,contracts,other->program verifcation,,,,
29,,,,,,,undergraduate,3,data structures,other->program verifcation,,,,
29,,,,,,,undergraduate,4,arrays and ghosts,other->program verifcation,,,,
29,,,,,,,undergraduate,5,semantics,other->program verifcation,,,,
29,,,,,,,undergraduate,6,semantics in why3,other->program verifcation,,,,
29,,,,,,,undergraduate,7,dynamic logic,other->program verifcation,,,,
29,,,,,,,undergraduate,8,loops,other->program verifcation,,,,
29,,,,,,,undergraduate,9,arrays,other->program verifcation,,,,
29,,,,,,,undergraduate,10,induction,other->program verifcation,,,,
29,,,,,,,undergraduate,11,convergence,other->program verifcation,,,,
29,,,,,,,undergraduate,12,predicate transformers,other->program verifcation,,,,
29,,,,,,,undergraduate,13,sequent calculus,other->program verifcation,,,,
29,,,,,,,undergraduate,14,project day,none,,,,
29,,,,,,,undergraduate,15,spring break,none,,,,
29,,,,,,,undergraduate,16,spring break,none,,,,
29,,,,,,,undergraduate,17,resolution,other->program verifcation,,,,
29,,,,,,,undergraduate,18,propositional encodings,other->program verifcation,,,,
29,,,,,,,undergraduate,19,sat solving,other->program verifcation,,,,
29,,,,,,,undergraduate,20,smt: deciding EUF,other->program verifcation,,,,
29,,,,,,,undergraduate,21,smt: theory combination,other->program verifcation,,,,
29,,,,,,,undergraduate,22,smt: encodings,other->program verifcation,,,,
29,,,,,,,undergraduate,23,bounded model checking,other->program verifcation,,,,
29,,,,,,,undergraduate,24,carnival,other->program verifcation,,,,
29,,,,,,,undergraduate,25,linear temporal logic,other->program verifcation,,,,
29,,,,,,,undergraduate,26,branching time properties,other->program verifcation,,,,
29,,,,,,,undergraduate,27,ctl model checking,other->program verifcation,,,,
29,,,,,,,undergraduate,28,project day,none,,,,
29,,,,,,,undergraduate,29,real world verification,other->program verifcation,,,,
29,,,,,,,undergraduate,30,final review,none,,,,
30,recent advances in deep learning25-SP,Jinwoo Shin,recent advances in deep learning,https://alinlab.kaist.ac.kr/ai602_2025_spring.html,25-SP,recent advances in deep learning25-SP.pdf,graduate,1,introduction to AI602 and overview of recent foundation models,other->ml,,,,
30,,,,,,,graduate,2,recent neural architectures for language models,other->ml,,,,
30,,,,,,,graduate,3,large language models,other->ml,,,,
30,,,,,,,graduate,4,applications of large language models,other->ml,,,,
30,,,,,,,graduate,5,vision-langauge foundation models,other->ml,,,,
30,,,,,,,graduate,6,aplications of vision-language foundation models,other->ml,,,,
30,,,,,,,graduate,7,robotics foundation models,other->ml,,,,
31,introduction to machine learning24-WT,Hongyang Zhang,introduction to machine learning,https://hongyanz.github.io/,24-WT,introduction to machine learning24-WT.pdf,undergraduate,1,introduction,other->ml,,,,
31,,,,,,,undergraduate,2,perceptron,other->ml,,,,
31,,,,,,,undergraduate,3,perceptron,other->ml,,,,
31,,,,,,,undergraduate,4,linear regression,other->ml,,,,
31,,,,,,,undergraduate,5,"linear regression, logistic regression",other->ml,,,,
31,,,,,,,undergraduate,6,hard margin svm,other->ml,,,,
31,,,,,,,undergraduate,7,soft margin svm,other->ml,,,,
31,,,,,,,undergraduate,8,"soft margin svm, reproducing kernels",other->ml,,,,
31,,,,,,,undergraduate,9,gradient descent,other->ml,,,,
31,,,,,,,undergraduate,10,"gradient descent, fully connected nns",other->ml,,,,
31,,,,,,,undergraduate,11,fully connected nns,other->ml,,,,
31,,,,,,,undergraduate,12,convolutional nns,other->ml,,,,
31,,,,,,,undergraduate,13,convolutional nns,other->ml,,,,
31,,,,,,,undergraduate,14,mid-term exam,none,,,,
31,,,,,,,undergraduate,15,transformer,other->ml,,,,
31,,,,,,,undergraduate,16,"transformer, llm",other->ml,,,,
31,,,,,,,undergraduate,17,llm,other->ml,,,,
31,,,,,,,undergraduate,18,speculative decoding,other->ml,,,,
31,,,,,,,undergraduate,19,speculative decoding,other->ml,,,,
31,,,,,,,undergraduate,20,GAN,other->ml,,,,
31,,,,,,,undergraduate,21,self-supervised learning,other->ml,,,,
31,,,,,,,undergraduate,22,robustness,other->ml,,,,
31,,,,,,,undergraduate,23,certified defenses,security->poisoning->general->defense,,,,
31,,,,,,,undergraduate,24,other threats to ml,other->ml,,,,
