Class_Id,University,uuid,Course Name,URL Used,Semester,Sample,Education Level,Lecture,Notes,Code 1,Code 2,Code 3,Code 4,,
12,,,,,,,undergraduate,13,healthcare,other->sec,,,,,
12,,,,,,,undergraduate,14,smartphones,other->sec,,,,,
12,,,,,,,undergraduate,15,smartphones,other->sec,,,,,
12,,,,,,,undergraduate,16,crypto models 1,other->sec,,,,,
12,,,,,,,undergraduate,17,crypto models 2,other->sec,,,,,
12,,,,,,,undergraduate,18,web privacy,security,privacy,,,,
12,,,,,,,undergraduate,19,deep fake,safety->misuse->deepfakes,threat model->federated learning,,,,
12,,,,,,,undergraduate,20,automoblie,security->evasion->attack,security->evasion->defense,,,,
12,,,,,,,undergraduate,21,automobile AML,security->evasion->attack,security->evasion->defense,,,,
12,,,,,,,undergraduate,22,password security,safety,,,,,
12,,,,,,,undergraduate,23,side channel attack,threat model->physical,,,,,
12,,,,,,,undergraduate,24,styloemtry,other->stylogmetry,,,,,
12,,,,,,,undergraduate,25,cyber warfare,other->sec,,,,,
13,UIUC,"Advacned Topics in security, privacy, and machine learning24-FL","Advacned Topics in security, privacy, and machine learning",https://gangw.cs.illinois.edu/class/cs562/index.html,24-FL,"Advacned Topics in security, privacy, and machine learning24-FL.pdf",graduate,1,class overview,security,privacy,,,,
13,,,,,,,graduate,2,attacking ML: evasion and poisoning,security->evasion->attack,security->poisoning,,,,
13,,,,,,,graduate,3,attacking ML: backdoor,security->poisoning->backdoor->attack,,,,,
13,,,,,,,graduate,4,attacking ML: problem-space constraints,threat model->physical->constrained,,,,,
13,,,,,,,graduate,5,ML for offense: e-crime,safety,,,,,
13,,,,,,,graduate,6,ML for security: phishing,ml for security/privacy application,,,,,
13,,,,,,,graduate,7,ML for security: binary code analysis,ml for security/privacy application,,,,,
13,,,,,,,graduate,8,ML for security: binary code analysis,ml for security/privacy application,,,,,
13,,,,,,,graduate,9,ML for security: code authorship,ml for security/privacy application,,,,,
13,,,,,,,graduate,10,ML for security: network intrusion,ml for security/privacy application,,,,,
13,,,,,,,graduate,11,ML for security: evaluation and biases,ml for security/privacy application,,,,,
13,,,,,,,graduate,12,midterm project presentation,none,,,,,
13,,,,,,,graduate,13,midterm project presentation,none,,,,,
13,,,,,,,graduate,14,ML for attack: password guessing,safety,,,,,
13,,,,,,,graduate,15,ML explanation: method,explainability,,,,,
13,,,,,,,graduate,16,ML explanation: limitations,explainability,,,,,
13,,,,,,,graduate,17,LLM jailbreak,security->jailbreak,,,,,
13,,,,,,,graduate,18,LLM privacy,architecture->llm/foundation,privacy,,,,
13,,,,,,,graduate,19,code LLM: security,architecture->llm/foundation,,,,,
13,,,,,,,graduate,20,code LLM: attacks,architecture->llm/foundation,,,,,
13,,,,,,,graduate,21,attacking ML: copyright,safety,,,,,
13,,,,,,,graduate,22,attacking ML: perception,other,,,,,
13,,,,,,,graduate,23,ML and networks: Tor,privacy,,,,,
13,,,,,,,graduate,24,ML and networks: data generation,safety,,,,,
13,,,,,,,graduate,25,ML explanation for networks,explainability,,,,,
13,,,,,,,graduate,26,ML for alert triage,ml for security/privacy application,,,,,
13,,,,,,,graduate,27,Fall break,none,,,,,
13,,,,,,,graduate,28,Fall break,none,,,,,
13,,,,,,,graduate,29,ML v.s. authentication,general ml & security,,,,,
13,,,,,,,graduate,30,multi-modal ML,architecture->llm/foundation,,,,,
13,,,,,,,graduate,31,work on final project,none,,,,,
13,,,,,,,graduate,32,reading day,none,,,,,
13,,,,,,,graduate,33,final exam week,none,,,,,
13,,,,,,,graduate,34,final project report,none,,,,,
14,CISPA,Trustworthy Machine Learning25-SP,Trustworthy Machine Learning,https://cms.cispa.saarland/tml2025/,25-SP,Trustworthy Machine Learning25-SP.pdf,graduate,1,"overview, administration & intro",none,,,,,
14,,,,,,,graduate,2,privacy,privacy,,,,,
14,,,,,,,graduate,3,model stealng and defenses,privacy->stealing/model extraction->attack,privacy->stealing/model extraction->defense,,,,
14,,,,,,,graduate,4,midterm exam,none,,,,,
14,,,,,,,graduate,5,adversarial machine learning/robustness,security,privacy,,,,
14,,,,,,,graduate,6,collaborative learning,other->ml,,,,,
14,,,,,,,graduate,7,fairness and bias,fairness,,,,,
14,,,,,,,graduate,8,explainability,explainability,,,,,
14,,,,,,,graduate,9,security and  governance,security,,,,,
14,,,,,,,graduate,10,summary & open questions,security,privacy,,,,
14,,,,,,,graduate,11,final exam,none,,,,,
15,CISPA,Foundations of Cybersecurity25-SP,Foundations of Cybersecurity,https://cms.cispa.saarland/cysec1_2425/,25-SP,Foundations of Cybersecurity25-SP.pdf,undergraduate,1,"organization, information security goals",other->sec,,,,,
15,,,,,,,undergraduate,2,basics of cryptography1,other->sec,,,,,
15,,,,,,,undergraduate,3,arithmetics & strings,other->sec,,,,,
15,,,,,,,undergraduate,4,basic of cryptography,other->sec,,,,,
15,,,,,,,undergraduate,5,"boolean logic, lists, basic loops",other->sec,,,,,
15,,,,,,,undergraduate,6,Basic of Cryptography 3 (Public Key Crypto),other->sec,,,,,
15,,,,,,,undergraduate,7,"Python 3 (Advanced Loops, Tuples, Sets, Dicts)",other->programming,,,,,
15,,,,,,,undergraduate,8,Basic of Cryptography 4 (Digital Signatures & PKI),other->sec,,,,,
15,,,,,,,undergraduate,9,"Python 4 (Exceptions, File Handling, Hashlib)",other->sec,,,,,
15,,,,,,,undergraduate,10,Authentication,other->sec,,,,,
15,,,,,,,undergraduate,11,no lectures,None,,,,,
15,,,,,,,undergraduate,12,"Python 5 (Importing, JSON, Requests)",other->programming,,,,,
15,,,,,,,undergraduate,13,"Network Security 1 (LAN, WLAN, DHCP)",other->sec,,,,,
15,,,,,,,undergraduate,14,Python 6 (Regular Expressions),other->programming,,,,,
15,,,,,,,undergraduate,15,"Network Security 2 (IPv4, IPv6, BGP)",other->sec,,,,,
15,,,,,,,undergraduate,16,"Network Security 3 (UDP, TCP, Firewalls)",other->sec,,,,,
15,,,,,,,undergraduate,17,Network Security 4 (DNS),other->sec,,,,,
15,,,,,,,undergraduate,18,"Network Security 5 (Denial of Service, TOR)",other->sec,,,,,
15,,,,,,,undergraduate,19,"Network Security 6 (TLS, HTTPS, Certificates)",other->sec,,,,,
15,,,,,,,undergraduate,20,Web Security 1 (Server-Side Security),other->sec,,,,,
15,,,,,,,undergraduate,21,no lectures,none,,,,,
15,,,,,,,undergraduate,22, Web Security 2 (Client-Side Security),other->sec,,,,,
15,,,,,,,undergraduate,23,no lectures,none,,,,,
15,,,,,,,undergraduate,24,Q/A & Exam Preparation,none,,,,,
15,,,,,,,undergraduate,25,main exam,none,,,,,
15,,,,,,,undergraduate,26,backup exam,none,,,,,
16,HKUST,Foundations of Artificial Intelligence24-SP,Foundations of Artificial Intelligence,https://hkust-aiaa5032.github.io/spring2024/lecs.html,24-SP,AIAA 5032 Foundations of Artificial Intelligence.pdf,undergraduate,1,"Introduction, AI applications and datasets 1",other->ml,,,,,
16,,,,,,,undergraduate,2,"AI applications and datasets 2, regression and classification 1 - KNN",other->ml,,,,,
16,,,,,,,undergraduate,3,"regression and  classification 2 - SVM, ensembling method - bagging and boosting",other->ml,,,,,
16,,,,,,,undergraduate,4,"project ideas & discussions, project",none,,,,,
16,,,,,,,undergraduate,5,"neural network basics, visual recognition",other->ml,,,,,
16,,,,,,,undergraduate,6,initial project presentation,none,,,,,
16,,,,,,,undergraduate,7,"probabilistic models, unsupervised learning 1",other->ml,,,,,
16,,,,,,,undergraduate,8,"unsupervised learning 2, language representations 1",other->ml,,,,,
16,,,,,,,undergraduate,9,qingming,none,,,,,
16,,,,,,,undergraduate,10,"language representations 2 & TA presentation, prompt engineering",other->ml,,,,,
16,,,,,,,undergraduate,11,midterm project presentation,none,,,,,
16,,,,,,,undergraduate,12,reinforcement learning & markov decision process,other->ml,architecture->reinforcement learning,,,,
16,,,,,,,undergraduate,13,"TA presentation, project working session",none,,,,,
16,,,,,,,undergraduate,14,labor day,none,,,,,
16,,,,,,,undergraduate,15,project final presentation,none,,,,,
17,HKUST,Artificial Intelligence Ethics24-SP,Artificial Intelligence Ethics,https://home.cse.ust.hk/~dekai/1944/,24-SP,Artificial Intelligence Ethics24-SP.pdf,graduate,1,Introduction,security,privacy,,,,
17,,,,,,,graduate,2,Course organization,none,,,,,
17,,,,,,,graduate,3,Artificial moral cognition,ethics,,,,,
17,,,,,,,graduate,4,AI and social disruption,ethics,,,,,
17,,,,,,,graduate,5,"Privacy, safety, security",privacy,safety,security,,,
17,,,,,,,graduate,6,"Weak AI, strong AI, and superintelligence",other->ml,,,,,
17,,,,,,,graduate,7,"Regurgitation, routine, remixing",other,,,,,
17,,,,,,,graduate,8,Of two minds about AI,ethics,,,,,
17,,,,,,,graduate,9,Unconscious vs inductive vs algorithmic bias,other,,,,,
17,,,,,,,graduate,10,The grand cycle of intelligence,other->ml,,,,,
17,,,,,,,graduate,11,Algorithmic negligence,other->ml,,,,,
17,,,,,,,graduate,12,Information disorder,other->ml,,,,,
17,,,,,,,graduate,13,Conscious AI,other->ml,,,,,
17,,,,,,,graduate,14,Midterm,none,,,,,
17,,,,,,,graduate,15,Empathetic AI,other->ml,,,,,
17,,,,,,,graduate,16,Explainable AI,explainability,,,,,
17,,,,,,,graduate,17,Creative AI,other->ml,,,,,
17,,,,,,,graduate,18,AI ethics methodologies,ethics,,,,,
17,,,,,,,graduate,19,AI ethics paradigms,ethics,,,,,
17,,,,,,,graduate,20,AGI safety,safety,,,,,
18,UC Berkeley,Artificial Intelligence24-FL,Artificial Intelligence,https://inst.eecs.berkeley.edu/~cs188/fa24/,24-FL,Artificial Intelligence24-FL.pdf,undergraduate,1,intro,other->ml,,,,,
18,,,,,,,undergraduate,2,uniformed search,other->ml,,,,,
18,,,,,,,undergraduate,3,A* search and heuristics,other->ml,,,,,
18,,,,,,,undergraduate,4,CSPs 1,other->ml,,,,,
18,,,,,,,undergraduate,5,CSPs 2,other->ml,,,,,
18,,,,,,,undergraduate,6,"Game Trees: Expectimax, Utilities, Multiplayer",other->ml,,,,,
18,,,,,,,undergraduate,7,MDPs 1,other->ml,,,,,
18,,,,,,,undergraduate,8,MDPs 2,other->ml,,,,,
18,,,,,,,undergraduate,9,RL 1,other->ml,,,,,
18,,,,,,,undergraduate,10,RL 2,other->ml,,,,,
18,,,,,,,undergraduate,11,Probability,other->ml,,,,,
18,,,,,,,undergraduate,12,Bayes Nets: representation,other->ml,,,,,
18,,,,,,,undergraduate,13,Bayes Nets: conditional independence,other->ml,,,,,
18,,,,,,,undergraduate,14,midterm,none,,,,,
18,,,,,,,undergraduate,15,Bayes Nets: Exact Inference,other->ml,,,,,
18,,,,,,,undergraduate,16,Bayes Nets: Sampling,other->ml,,,,,
18,,,,,,,undergraduate,17,Decision Networks /VPI,other->ml,,,,,
18,,,,,,,undergraduate,18,HMMs,other->ml,,,,,
18,,,,,,,undergraduate,19,Particle Filtering and Applications of HMMs,other->ml,,,,,
18,,,,,,,undergraduate,20,ML 1,other->ml,,,,,
18,,,,,,,undergraduate,21,ML 2,other->ml,,,,,
18,,,,,,,undergraduate,22,ML 3,other->ml,,,,,
18,,,,,,,undergraduate,23,Guest Lecture,none,,,,,
18,,,,,,,undergraduate,24,ML Advanced Topics,other->ml,,,,,
18,,,,,,,undergraduate,25,thanksgiving break,none,,,,,
18,,,,,,,undergraduate,26,guest lecture,none,,,,,
18,,,,,,,undergraduate,27,final lecture,none,,,,,
18,,,,,,,undergraduate,28,RRR week,none,,,,,
18,,,,,,,undergraduate,29,RRR week,none,,,,,
18,,,,,,,undergraduate,30,Final Exam,none,,,,,
19,UC Berkeley,Introduction to Machine Learning25-SP,Introduction to Machine Learning,https://people.eecs.berkeley.edu/~jrs/189/,25-SP,Introduction to Machine Learning25-SP.pdf,undergraduate,1,"Introduction. Classification. Training, validation, and testing. Overfitting and underfitting",other->ml,,,,,
19,,,,,,,undergraduate,2,Linear classifiers. Decision functions and decision boundaries. The centroid method. Perceptrons.,other->ml,,,,,
19,,,,,,,undergraduate,3,"Gradient descent, stochastic gradient descent, and the perceptron learning algorithm",other->ml,,,,,
19,,,,,,,undergraduate,4,"The support vector classifier, aka soft-margin support vector machine (SVM). Features and nonlinear decision boundaries.",other->ml,,,,,
19,,,,,,,undergraduate,5,"Machine learning abstractions: application/data, model, optimization problem, optimization algorithm.",other->ml,,,,,
19,,,,,,,undergraduate,6,"Decision theory, also known as risk minimization: the Bayes decision rule and the Bayes risk. Generative and discriminative models.",other->ml,,,,,
19,,,,,,,undergraduate,7,"Gaussian discriminant analysis, including quadratic discriminant analysis (QDA) and linear discriminant analysis (LDA).",other->ml,,,,,
19,,,,,,,undergraduate,8,Presidents' Day,none,,,,,
19,,,,,,,undergraduate,9,"Eigenvectors, eigenvalues, and the eigendecomposition of a symmetric real matrix.",other->ml,,,,,
19,,,,,,,undergraduate,10,"MLE, QDA, and LDA revisited for anisotropic Gaussians",other->ml,,,,,
19,,,,,,,undergraduate,11,Regression: fitting curves to data.,other->ml,,,,,
19,,,,,,,undergraduate,12,Newton's method and its application to logistic regression. LDA vs. logistic regression: advantages and disadvantages. ROC curves. Weighted least-squares regression. Least-squares polynomial regression.,other->ml,,,,,
19,,,,,,,undergraduate,13,Statistical justifications for regression. The empirical distribution and empirical risk,other->ml,,,,,
19,,,,,,,undergraduate,14,Ridge regression: penalized least-squares regression for reduced overfitting.,other->ml,,,,,
19,,,,,,,undergraduate,15,Decision trees; algorithms for building them. Entropy and information gain.,other->ml,,,,,
19,,,,,,,undergraduate,16,More decision trees: decision tree regression; stopping early; pruning; multivariate splits.,other->ml,,,,,
19,,,,,,,undergraduate,17,Spring Recess.,none,,,,,
19,,,,,,,undergraduate,18,Neural networks. Gradient descent and the backpropagation algorithm.,other->ml,,,,,
19,,,,,,,undergraduate,19,The vanishing gradient problem. Rectified linear units (ReLUs).,other->ml,,,,,
19,,,,,,,undergraduate,20,"Neuron biology: axons, dendrites, synapses, action potentials. Heuristics for faster training.",other->ml,,,,,
19,,,,,,,undergraduate,21,Convolutional neural networks. Neurology of retinal ganglion cells in the eye and simple and complex cells in the V1 visual cortex.,other->ml,,,,,
19,,,,,,,undergraduate,22,"Unsupervised learning. Principal components analysis (PCA). Derivations from maximum likelihood estimation, maximizing the variance, and minimizing the sum of squared projection errors. Eigenfaces for face recognition.",other->ml,,,,,
19,,,,,,,undergraduate,23,The singular value decomposition (SVD) and its application to PCA. Clustering: k-means clustering aka Lloyd's algorithm; hierarchical clustering; greedy agglomerative clustering. Dendrograms.,other->ml,,,,,
19,,,,,,,undergraduate,24,"The pseudoinverse and its relationship to the singular value decomposition. Better generalization for neural networks: data augmentation, l2 regularization, dropout, double descent.",other->ml,,,,,
19,,,,,,,undergraduate,25,Batch normalization. Residual neural networks (“ResNets”). Accelerated descent with AdamW (“adaptive moment estimation with weight decay”).,other->ml,,,,,
19,,,,,,,undergraduate,26,"AdaBoost, a boosting method for ensemble learning. Nearest neighbor classification and its relationship to the Bayes risk.",other->ml,,,,,
19,,,,,,,undergraduate,27,The exhaustive algorithm for k-nearest neighbor queries.,other->ml,,,,,
20,UC Berkeley,Computer Security25-SP,Computer Security,https://sp25.cs161.org/,25-SP,Computer Security25-SP.pdf,undergraduate,1,introduction and security principles,other->sec,,,,,
20,,,,,,,undergraduate,2,x86 assembly and call stack,other->sec,,,,,
20,,,,,,,undergraduate,3,memory safety vulnerabilities,other->sec,,,,,
20,,,,,,,undergraduate,4,memory safety vulnerabilities,other->sec,,,,,
20,,,,,,,undergraduate,5,memory safety vulnerabilities,other->sec,,,,,
20,,,,,,,undergraduate,6,mitigating memory safety vulnerabilities,other->sec,,,,,
20,,,,,,,undergraduate,7,mitigating memory safety vulnerabilities,other->sec,,,,,
20,,,,,,,undergraduate,8,mitigating memory safety vulnerabilities,other->sec,,,,,
20,,,,,,,undergraduate,9,intro to cryptography,other->sec,,,,,
20,,,,,,,undergraduate,10,one-time pads and block ciphers,other->sec,,,,,
20,,,,,,,undergraduate,11,one-time pads and block ciphers,other->sec,,,,,
20,,,,,,,undergraduate,12,no lectures,none,,,,,
20,,,,,,,undergraduate,13,block cipher modes of operation,other->sec,,,,,
20,,,,,,,undergraduate,14,block cipher modes of operation,other->sec,,,,,
20,,,,,,,undergraduate,15,cryptographic hashes and MACs,other->sec,,,,,
20,,,,,,,undergraduate,16,PRINGs and Diffie-Hellman Key Exchange,other->sec,,,,,
20,,,,,,,undergraduate,17,Public-Key Encryption and Digital Signatures,other->sec,,,,,
20,,,,,,,undergraduate,18,"Certificates, Passwords, and Case Studies",other->sec,,,,,
20,,,,,,,undergraduate,19,"Certificates, Passwords, and Case Studies",other->sec,,,,,
20,,,,,,,undergraduate,20,introduction to web,other->sec,,,,,
20,,,,,,,undergraduate,21,introduction to web,other->sec,,,,,
20,,,,,,,undergraduate,22,midterm,none,,,,,
20,,,,,,,undergraduate,23,cookies and CSRF,other->sec,,,,,
20,,,,,,,undergraduate,24,XSS and UI Attacks,other->sec,,,,,
20,,,,,,,undergraduate,25,SQL injection and CAPTCHA,other->sec,,,,,
20,,,,,,,undergraduate,26,SQL injection and CAPTCHA,other->sec,,,,,
20,,,,,,,undergraduate,27,no lectures,none,,,,,
20,,,,,,,undergraduate,28,no lectures,none,,,,,
20,,,,,,,undergraduate,29,no lectures,none,,,,,
20,,,,,,,undergraduate,30,intro to networking,other->sec,,,,,
20,,,,,,,undergraduate,31,low level network attacks,other->sec,,,,,
20,,,,,,,undergraduate,32,low level network attacks,other->sec,,,,,
20,,,,,,,undergraduate,33,BGP and transport layer,other->sec,,,,,
20,,,,,,,undergraduate,34,TLS,other->sec,,,,,
20,,,,,,,undergraduate,35,TLS,other->sec,,,,,
20,,,,,,,undergraduate,36,DNS,other->sec,,,,,
20,,,,,,,undergraduate,37,DNSSEC,other->sec,,,,,
20,,,,,,,undergraduate,38,DNSSEC,other->sec,,,,,
20,,,,,,,undergraduate,39,Denial of Service and Firewalls,other->sec,,,,,
20,,,,,,,undergraduate,40,intrusion detection,other->sec,,,,,
20,,,,,,,undergraduate,41,intrusion detection,other->sec,,,,,
20,,,,,,,undergraduate,42,malware,safety,,,,,
20,,,,,,,undergraduate,43,anonymity and Tor,other->sec,,,,,
20,,,,,,,undergraduate,44,anonymity and Tor,other->sec,,,,,
20,,,,,,,undergraduate,45,no lecture,none,,,,,
20,,,,,,,undergraduate,46,no lecture,none,,,,,
20,,,,,,,undergraduate,47,no lecture,none,,,,,
20,,,,,,,undergraduate,48,final exam,none,,,,,
21,UC Davis,Computer and Information Security21-SP,Computer and Information Security,https://nob.cs.ucdavis.edu/classes/ecs235a-2021-04/general/syllabus-v5.html,21-SP,Computer and Information Security21-SP.pdf,graduate,1,"Introduction, principles of secure design, threats and policies",other->sec,,,,,
21,,,,,,,graduate,2,"Basic policy models: Bell-LaPadula, Biba, Clark-Wilson",other->sec,,,,,
21,,,,,,,graduate,3,Symmetric and public key cryptography,other->sec,,,,,
21,,,,,,,graduate,4,"Protocols, authentication, reference monitor",other->sec,,,,,
21,,,,,,,graduate,5,"Access control mechanisms, confinement problem, vulnerabilities",other->sec,,,,,
21,,,,,,,graduate,6,"Confinement problem, vulnerabilities",other->sec,,,,,
21,,,,,,,graduate,7,"Penetration testing, malware",safety,,,,,
21,,,,,,,graduate,8,"Malware, network security, firewalls, intrusion detection, Spectre",safety,,,,,
21,,,,,,,graduate,9,"Malware, entropy, information flow",other->sec,,,,,
21,,,,,,,graduate,10,Identity,other->sec,,,,,
21,,,,,,,graduate,11,"Anonymity, onion routing, elections, other topics",other->sec,,,,,
22,UCI,An Introduction to Artificial Intelligence,An Introduction to Artificial Intelligence,https://ics.uci.edu/~dechter/courses/ics-171/fall-04/outline_syl.html,,An Introduction to Artificial Intelligence.pdf,undergraduate,1,"Introduction, history, intelligent agents",architecture->agent,,,,,
22,,,,,,,undergraduate,2,"Problem formulation: State-spaces, search graphs, problem spaces, problem types",other,,,,,
22,,,,,,,undergraduate,3,"Uninformed search: breadth-first, depth-first, iterative deepening, bidirectional search.",other->ml,,,,,
22,,,,,,,undergraduate,4,"Informed Heuristic search: Greedy, Best-First, A*, Properties of A*.",other->ml,,,,,
22,,,,,,,undergraduate,5,"Informed Heuristic search, Properties and generating heauristics, constraint satisfaction.",other->ml,,,,,
22,,,,,,,undergraduate,6,Constraint satisfaction,threat model->physical->constrained,,,,,
22,,,,,,,undergraduate,7,Constraint satisfaction. Game playing,threat model->physical->constrained,,,,,
22,,,,,,,undergraduate,8,Game playing.,other,,,,,
22,,,,,,,undergraduate,9,Representation and Reasoning: Propositional logic.,other,,,,,
22,,,,,,,undergraduate,10,Representation and Reasoning: Inference in propositional logic.,other,,,,,
22,,,,,,,undergraduate,11,Midterm,none,,,,,
22,,,,,,,undergraduate,12,First order logic.,other->ml,,,,,
22,,,,,,,undergraduate,13,Inference in first order logic.,other->ml,,,,,
22,,,,,,,undergraduate,14,Veteran day,none,,,,,
22,,,,,,,undergraduate,15,Learning from observations.,other->ml,,,,,
22,,,,,,,undergraduate,16,Neural networks.,other->ml,,,,,
22,,,,,,,undergraduate,17,Handling uncertainty.,other->ml,,,,,
22,,,,,,,undergraduate,18,Thanksgiving,none,,,,,
22,,,,,,,undergraduate,19,Bayesian networks,other->ml,,,,,
22,,,,,,,undergraduate,20,Assorted topics,other->ml,,,,,
23,UCI,Machine Learning21-SP,Machine Learning,https://ics.uci.edu/~xhx/courses/CS273P/,21-SP,Machine Learning21-SP.pdf,undergraduate,1,course introduction,other->ml,,,,,
23,,,,,,,undergraduate,2,model complexity: nearest neighbors,other->ml,,,,,
23,,,,,,,undergraduate,3,"bayes classifier: naive bayes, bayes error",other->ml,,,,,
23,,,,,,,undergraduate,4,"linear regression, gradient descent, cross validation, regularization",other->ml,,,,,
23,,,,,,,undergraduate,5,"linear classification, perceptron, logistic regression, multi-class, cross-entropy",other->ml,,,,,
23,,,,,,,undergraduate,6,"VC dimension, structual risk minimization, AIC, BIC",other->ml,,,,,
23,,,,,,,undergraduate,7,"SVM, Lagrangian and Dual, Kernel Trick",other->ml,,,,,
23,,,,,,,undergraduate,8,"Decision Trees, Entropy, Information Gain",other->ml,,,,,
23,,,,,,,undergraduate,9,"Neural Nets, Back propagation, convolutional neural nets",other->ml,,,,,
23,,,,,,,undergraduate,10,"ensemble of learners, bagging, boosting",other->ml,,,,,
23,,,,,,,undergraduate,11,"clustering, K-means, agglomerative clustering, gaussian mixtures, EM",other->ml,,,,,
23,,,,,,,undergraduate,12,"Latent spaces models, PCA, SVD, Eigne-face, Recommendation Systems",other->ml,,,,,
23,,,,,,,undergraduate,13,"Reinforcement Learning, MDP, Value function, Policy iteration, Monte Carlo, TD, Q-learning",other->ml,architecture->reinforcement learning,,,,
24,UCI,Computer and Network Security23-FL,Computer and Network Security,https://ics.uci.edu/~alfchen/teaching/cs134-2023-Fall/lectures.html,23-FL,Computer and Network Security23-FL.pdf,undergraduate,1,"introduction: topics: syllabus, basic terminology",other->sec,,,,,
24,,,,,,,undergraduate,2,no class,none,,,,,
24,,,,,,,undergraduate,3,cryptography: history and simple encryption methods,other->sec,,,,,
24,,,,,,,undergraduate,4,encryption 1,other->sec,,,,,
24,,,,,,,undergraduate,5,encryption 2,other->sec,,,,,
24,,,,,,,undergraduate,6,cryptographic hash functions ,other->sec,,,,,
24,,,,,,,undergraduate,7,"some ""fun"" math",other->sec,,,,,
24,,,,,,,undergraduate,8,in-class exam,none,,,,,
24,,,,,,,undergraduate,9,public key cryptography 2,other->sec,,,,,
24,,,,,,,undergraduate,10,authentication and key distribution,other->sec,,,,,
24,,,,,,,undergraduate,11,protocols,other->sec,,,,,
24,,,,,,,undergraduate,12,public key distribution,other->sec,,,,,
24,,,,,,,undergraduate,13,public key certification and revocation,other->sec,,,,,
24,,,,,,,undergraduate,14,public key revocation,other->sec,,,,,
24,,,,,,,undergraduate,15,access control,other->sec,,,,,
24,,,,,,,undergraduate,16,privacy and anonymity,privacy,,,,,
24,,,,,,,undergraduate,17,TLS/SSL,other->sec,,,,,
24,,,,,,,undergraduate,18,network security/threats,safety,,,,,
24,,,,,,,undergraduate,19,in-class exam,none,,,,,
24,,,,,,,undergraduate,20,cryptography in real world,other->sec,,,,,
25,Uchicago,Machine Learning24-WT,Machine Learning,https://catalog.luc.edu/undergraduate/accelerated-bachelors-masters-program/computer-science-bs-ms-dual-degree-programs/#curriculumtext,24-WT,CMSC 25400 _ STAT 27725 Course Syllabus (Winter 2024) - Winter 2024.pdf,undergraduate,1,introduction,other->ml,,,,,
25,,,,,,,undergraduate,2,regression,other->ml,,,,,
25,,,,,,,undergraduate,3,model selection,other->ml,,,,,
25,,,,,,,undergraduate,4,classification,other->ml,,,,,
25,,,,,,,undergraduate,5,cost-sensitive classification,other->ml,,,,,
25,,,,,,,undergraduate,6,the kernel trick,other->ml,,,,,
25,,,,,,,undergraduate,7,kernel methods,other->ml,,,,,
25,,,,,,,undergraduate,8,representation learning,other->ml,,,,,
25,,,,,,,undergraduate,9,deep networks,other->ml,,,,,
25,,,,,,,undergraduate,10,clustering,other->ml,,,,,
25,,,,,,,undergraduate,11,dimensionality reduction,other->ml,,,,,
25,,,,,,,undergraduate,12,bayesian modeling,other->ml,,,,,
25,,,,,,,undergraduate,13,logistic regression,other->ml,,,,,
25,,,,,,,undergraduate,14,generative modeling,other->ml,architecture->generative ai,,,,
25,,,,,,,undergraduate,15,generative classification,other->ml,architecture->generative ai,,,,
25,,,,,,,undergraduate,16,probabilistic unsupervised learning,other->ml,,,,,
25,,,,,,,undergraduate,17,generative modeling with neural networks,other->ml,architecture->generative ai,,,,
25,,,,,,,undergraduate,18,final exam,none,,,,,
26,Uchicago,Introduction to Computer Security23-WT,Introduction to Computer Security,https://www.classes.cs.uchicago.edu/archive/2023/winter/23200-1/schedule.html,23-WT,Introduction to Computer Security23-WT.pdf,undergraduate,1,course introduction and the security mindset,other->sec,,,,,
26,,,,,,,undergraduate,2,basic security concepts and threat modeling,other->sec,,,,,
26,,,,,,,undergraduate,3,os security,other->sec,,,,,
26,,,,,,,undergraduate,4,memory vulnerabiltiies,other->sec,,,,,
26,,,,,,,undergraduate,5,memory protection,other->sec,,,,,
26,,,,,,,undergraduate,6,no class,none,,,,,
26,,,,,,,undergraduate,7,authentication 1,other->sec,,,,,
26,,,,,,,undergraduate,8,authentication 2,other->sec,,,,,
26,,,,,,,undergraduate,9,authentication 3,other->sec,,,,,
26,,,,,,,undergraduate,10,crypto tools 1,other->sec,,,,,
26,,,,,,,undergraduate,11,crypto tools 2,other->sec,,,,,
26,,,,,,,undergraduate,12,"software security techniques, fuzzing",other->sec,,,,,
26,,,,,,,undergraduate,13,how the internet works,other->sec,,,,,
26,,,,,,,undergraduate,14,TLS and X.509 certificates,other->sec,,,,,
26,,,,,,,undergraduate,15,in-class midterm exam,none,,,,,
26,,,,,,,undergraduate,16,network attacks and defenses,other->sec,,,,,
26,,,,,,,undergraduate,17,how the web works part 1,other->sec,,,,,
26,,,,,,,undergraduate,18,how the web works part 2,other->sec,,,,,
26,,,,,,,undergraduate,19,web attacks and defenses 1,other->sec,,,,,
26,,,,,,,undergraduate,20,web attacks and defenses 2,other->sec,,,,,
26,,,,,,,undergraduate,21,data privacy and deanonymization,privacy,,,,,
26,,,,,,,undergraduate,22,differential privacy,privacy->differential privacy,,,,,
26,,,,,,,undergraduate,23,blockchain and cryptocurrencies,security,,,,,
26,,,,,,,undergraduate,24,"harware security, machine learning security",general ml & security,,,,,
26,,,,,,,undergraduate,25,"e2e encryption, usable encryption",security,,,,,
26,,,,,,,undergraduate,26,security in practice,security,,,,,
