Class_Id,Name,uuid,Course Name,Education Level,URL Used,Semester,IRR,Sample,Lecture,Notes,Code 1,Code 2,Code 3,Code 4,
9,Jinyuan Jia,,Overview of Information Security,undergraduate,,,,,26,Data Privacy 2,other->priv,,,,
10,Jinyuan Jia,Trustworthy Machine Learning23-FL,Trustworthy Machine Learning,graduate,https://jinyuan-jia.github.io/teaching/2023fall-tml,23-FL,recoded,Trustworthy Machine Learning - Jinyuan Jia.pdf,1,,security,privacy,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,2,,security->evasion->attack,knowledge-black-box,architecture->nn,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,3,,security->evasion->attack,knowledge-white-box,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,4,,security->evasion->defense->heuristic,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,5,,security->evasion->defense->certified,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,6,,security->evasion->defense->certified,architecture->llm/foundation,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,7,,security->evasion->defense,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,8,,security->poisoning->general->attack,architecture->svm,architecture->nn,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,9,,securiy->poisoning->general->attack,architecture->llm/foundation,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,10,,security->poisoning->general->attack,threat model->federated learning,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,11,,security->poisoning->general->defense->certified,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,12,,security->poisoning->backdoor->attack,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,13,,security->poisoning->backdoor->attack,architecture->llm/foundation,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,14,,security->poisoning->backdoor->defense,architecture->nn,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,15,,security->poisoning->backdoor->attack,architecture->llm/foundation,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,16,,privacy->membership inference->attack,architecture->llm/foundation,privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,17,,Threat Model->Federated Learning,privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,18,,privacy->data->Data Extraction/Data Reconstruction/Model Inversion,architecture->llm/foundation,architecture->generative ai,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,19,,privacy->differential privacy->defense,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,20,,privacy->stealing/model extraction,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,21,,safety->defense,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,22,,safety->defense,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,23,,security->prompt injection->attack,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,24,,safety-->defense,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,25,,safety->deepfake,,,,
10,Jinyuan Jia,,Trustworthy Machine Learning,graduate,,,,,26,,safety,threat model->transferable,architecture->llm/foundation,,
11,Kai Chen,Federated Learning21-SP,Federated Learning,,http://web.archive.org/web/20220122053123/https://ising.cse.ust.hk/fl/index.html,21-SP,,paper reading course,1,,,,,,
12,Guanhong Tao,Machine Learning Security24-FL,Machine Learning Security,graduate,https://utah.instructure.com/courses/984664/assignments/syllabus,24-FL,recoded,Syllabus for CS 6958-001 Fall 2024 Machine Learning Security.pdf,1,course overview,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,2,introduction to ml,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,3,linear regression,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,4,linear regression,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,5,regularization,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,6,logistic regressions,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,7,nearest negihbors,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,8,clustering,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,9,artifician neural networks,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,10,multi-layer preception,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,11,recurrent neural networks,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,12,invited talk,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,13,convolutionl neural networks,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,14,attention-based transformers,other->ml,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,15,fallbreak,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,16,review,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,17,midterm exam,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,18,overview of keyconcepts,security,privacy,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,19,backdoor attack,security->poisoning->backdoor->attack,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,20,invited talk,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,21,backdoor attacks,security->poisoning->backdoor->attack,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,22,invited talk,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,23,backdoor defenses,security->poisoning->backdoor->defense,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,24,adversarial attacks,security->evasion->attack,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,25,black-box attacks,security->evasion->attack,knowledge-black-box,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,26,defenses against adversarial attacks,security->evasion->defense,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,27,paper review,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,28,security of generative AI,security,architecture->generative ai,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,29,thanks-giving break,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,30,review part 2,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,31,no class,none,,,,
12,Guanhong Tao,,Machine Learning Security,graduate,,,,,32,final exam,none,,,,
13,Guanhong Tao,Intro to Machine Learning25-SP,Intro to Machine Learning,undergraduate,https://utah.instructure.com/courses/1019218/assignments/syllabus,25-SP,recoded,Syllabus for CS 6958-001 Fall 2024 Machine Learning Security.pdf,1,"course overview, logistics, and introduction",other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,2,supervised learning,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,3,k-nn,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,4,"basics of python, numpy, and colab",other->programming,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,5,martin luther king day,none,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,6,linear regression,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,7,optimization and basics of pytorch,other->programming,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,8,regularization,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,9,logistic regressions,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,10,logistic regressions,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,11,perceptron,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,12,neural networks,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,13,president day,none,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,14,backpropagation,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,15,training neural networks,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,16,training neural networks,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,17,midterm exam,none,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,18,spring break,none,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,19,Convolutional Neural Networks,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,20,CNN Architectures,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,21,Recurrent neural networks,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,22,long short-term memory,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,23,word embeddings,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,24,attention-based transformers,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,25,attention-based transformers,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,26,self-supervised learning,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,27,diffusion models,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,28,autoregressive models,other->ml,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,29,final review,none,,,,
13,Guanhong Tao,,Intro to Machine Learning,undergraduate,,,,,30,final exam,none,,,,
14,Gang Wang,Advanced Topics in Security Privacy and Machine Learning24-FL,Advanced Topics in Security Privacy and Machine Learning,graduate,https://gangw.cs.illinois.edu/class/cs562/index.html,24-FL,TRUE,"CS 562-Advanced-Topics-In-Security,Privacy,and,Machine-Learning.pdf",1,class overview and background introduction,security,privacy,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,2,Attack ML: evasion and poisoning,security->evasion->attack,security->poisoning->attack,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,3,Attack ML: backdoor,security->poisoning->backdoor->attack,security->poisoning->backdoor->defense,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,4,Attack ML: problem-space constraints,security->evasion->attack,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,5,ML for offense: e-crime,ml for security/privacy application,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,6,ML for security: phishing,,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,7,ML for security: binary code analysis,ml for security/privacy application,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,8,ML for security: code authorship,ml for security/privacy application,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,9,ML for security: network intrusion,ml for security/privacy application,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,10,ML for security: evaluation and biases,security,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,11,midterm project presentation,none,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,12,midterm project presentation,none,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,13,ML for security: concept drift,ml for security/privacy application,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,14,ML for attack: password guessing,privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,15,ML explanation: method,explainability,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,16,ML explanation: limitations,explainability,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,17,LLM jailbreak,architecture->llm/foundation,security->jailbreak,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,18,LLM privacy,architecture->llm/foundation,privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,19,code LLM: security,architecture->llm/foundation,security,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,20,code LLM: attack,architecture->llm/foundation,security->poisoning,privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,21,copyright,architecture/generative ai,accountability,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,22,perception,security->evasion->attack,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,23,ML and networks,other,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,24,ML and networrks: data genration,valid,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,25,ML explanation for networks,explainability,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,26,ML for alert triage,ml for security/privacy application,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,27,Fall break,none,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,28,Fall break,none,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,29,ML v.s. authentication,safety->deepfake,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,30,Multi-modal ML,security->evasion->attack,security->poisoning->backdoor->attack,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,31,work on final project,none,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,32,Reading day,none,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,33,Final exam,none,,,,
14,Gang Wang,,Advanced Topics in Security Privacy and Machine Learning,graduate,,,,,34,Final Project,none,,,,
15,Qi Alfred Chen,Computer and Network Security24-FL,Computer and Network Security,undergraduate,https://ics.uci.edu/~alfchen/teaching/cs134-2024-Fall/lectures.html,24-FL,recoded,CS 134 - Lectures.pdf,1,introduction,other->sec,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,2,cryptography,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,3,encryption,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,4,encryption 2,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,5,cryptographic hash functions,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,6,traveling,none,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,7,traveling,none,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,8,"some ""fun"" math",other->math,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,9,public key cryptography,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,10,public key cryptography,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,11,authentication and key distribution,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,12,protocols,other->network sec,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,13,public key revocation,other->network sec,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,14,privacy and anonymity,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,15,TLS/SSL,other->network sec,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,16,thanks-giving break,none,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,17,network security,other->network sec,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,18,cryptography in real world,other->cryptography,,,,
15,Qi Alfred Chen,,Computer and Network Security,undergraduate,,,,,19,final exam,none,,,,
16,Florian Tramer,Privacy Enhancing Technology24-FL,Privacy Enhancing Technology,graduate,https://spylab.ai/teaching/pets-f24/,24-FL,TRUE,Privacy Enhancing Technology24-FL.pdf,1,"logistics, commitment schemes",other,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,2,"secure sharing, secure multiparty computation",other,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,3,"zero-knowledge proofs, non-interative succint proofs",other,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,4,"polynomial IOPs, The PLONK SNARG",other,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,5,,none,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,6,private information retrieval,other,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,7,oblivious RAM,other,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,8,computing private statistics,other,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,9,,none,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,10,"data privacy, data reconstruction attack",privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,11,"randomized response, differential privacy",privacy->differential privacy,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,12,"laplace mechanism, approximate differential privacy",privacy->differential privacy,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,13,,none,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,14,"private learning, DP-SGD",privacy->differential privacy,,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,15,"membership inference, DP lower bounds from membership inference",privacy->membership inference->attack,privacy->differential privacy->defense,privacy->membership inference->defense,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,16,"membership inference for deep learning models, auditing private learning",privacy->membership inference->defense,privacy->differential privacy->defense,,,
16,Florian Tramer,,Privacy Enhancing Technology,graduate,,,,,17,,none,,,,
17,Florain Tramer,Topics in Cryptography20-SP,Topics in Cryptography,undergraduate,https://crypto.stanford.edu/cs355/20sp/schedule/,20-SP,recoded,Topics in Cryptography20-SP.pdf,1,"Logistics and administration, Basic cryptogrpahic primitives",other->cryptography,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,2,"The Blum-Micali PRG and hybrid arguments, Constructing PRGs from one-way permutations",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,3,"Commitment schemes
The random oracle model",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,4,"Real-world cryptanalysis:
Infineon attack
GCD attack on RSA keys",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,5,"Discrete-log algorithms: Baby-Step Giant-Step, Index calculus",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,6,Introduction to elliptic curves,other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,7,Pairings-based cryptography:,other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,8,"Interactive proofs, Zero knowledge",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,9,Sigma protocols,other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,10,"Non-interactive zero-knowledge
Fiat-Shamir heuristic",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,11,"Succinct Non-interactive Arguments (SNARGs)
PCPs, Linear PCPs",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,12,"Oblivious transfer
Two-party computation: Yao's garbled circuits",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,13,Secret sharing,other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,14,Multi-party computation,other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,15,Differential privacy,privacy->differential privacy,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,16,Private Information Retrieval,other->priv,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,17,"Lattice signatures
The learning with errors (LWE) problem
Regev encryption",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,18,"Fully homomorphic encryption (FHE), part 1",other,,,,
17,Florain Tramer,,Topics in Cryptography,undergraduate,,,,,19,"Fully homomorphic encryption (FHE), part 2",other,,,,
18,Zhikun Zhang,Data Privacy21-FL,Data Privacy,graduate,https://cms.cispa.saarland/dp2021/,21-FL,recoded,data_privacy_zhikun.pdf,1,Exploiting Unintended Feature Leakage in Collaborative Learning (FL),privacy->membership inference,threat model->federated learning,threat model->collaborative learning,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,2,Humpty Dumpty: Controlling Word Meanings via Corpus Poisoning,security->poisoning->attack,architecture->llm,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,3,Stealing Links from Graph Neural Networks (GNN),privacy->stealing/model extraction,architecture->llm/foundation,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,4,Information Leakage in Embedding Models,privacy->membership inference->attack,privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,5,Deep Leakage from Gradients (Gradient) ,privacy->Data Extraction/Data Reconstruction/Model Inversion->attack,threat model->collaborative learning,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,6,ML-Leaks: Model and Data Independent Membership Inference Attacks and Defenses on Machine Learning Models (Membership inference),privacy->membership inference->attack,,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,7,Property Inference Attacks on Fully Connected Neural Networks using Permutation Invariant Representations (Property inference),privacy->property inference->attack,architecture->cnn,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,8,Knockoff Nets: Stealing Functionality of Black-Box Models (Model Stealing),privacy->stealing/model extraction->attack,knowledge-black-box,architecture->reinforcement learning,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,9,Blind Backdoors in Deep Learning Models (Backdoor attack) ,security->poisoning->backdoor->attack,architecture->nn,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,10,Neural Cleanse: Identifying and Mitigating Backdoor Attacks in Neural Networks (Backdoor defense),security->poisoning->backdoor->defense->certified,architecture->nn,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,11,Overlearning Reveals Sensitive Attributes (Overlearning),privacy->attack,architecture->llm/foundation,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,12,Adversarial Reprogramming of Neural Networks (Reprogramming),security->evasion->attack,architecture->nn,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,13,walk2friends: Inferring Social Links from Mobility Profiles (for privacy),other->priv,,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,14,Deep Learning with Differential Privacy (DP) ,privacy->differential privacy,architecture->nn,,,
18,Zhikun Zhang,,Data Privacy,graduate,,,,,15,Evaluating Differentially Private Machine Learning in Practice (DP) ,privacy->differential privacy,,,,
19,Mario Fritz,Trustworthy Machine Learning24-SP,Trustworthy Machine Learning,graduate,https://cms.cispa.saarland/tml/,24-SP,recoded,Trustworthy Machine Learning24-SP.pdf,1,"overview, administration & intro",privacy,security,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,2,privacy,privacy,,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,3,model stealing and defenses,privacy->stealing/model extraction->attack,privacy->stealing/model extraction->defense,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,4,adversarial machine learning / robustness,privacy,security,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,5,midterm exam,none,,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,6,collaborative learninng,threat model->collaborative learning,,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,7,fairness and bias,fairness,,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,8,explainability,explainability,,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,9,security and governance,security,,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,10,summary & open questions,none,,,,
19,Mario Fritz,,Trustworthy Machine Learning,graduate,,,,,11,final exam,none,,,,
20,Mario Fritz,Machine Learning22-WT,Machine Learning,undergraduate,https://cms.cispa.saarland/ml22/,22-WT,recoded,Trustworthy Machine Learning24-SP.pdf,1,probability theory,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,2,"maximum likelihood, maximum a psteriori estmators",other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,3,bayesian decision theory,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,4,linear classification and regression,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,5,model selection and evaluation,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,6,convex optimization,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,7,kernel methods,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,8,societal impact of machine learning,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,9,unsupervised learning,other->ml,,,,
20,Mario Fritz,,Machine Learning,undergraduate,,,,,10,introduction to deep learning,other->ml,,,,
21,Ning Zhang,Recent Advances in Computer Security and Privacy24-SP,Recent Advances in Computer Security and Privacy,graduate,https://docs.google.com/spreadsheets/d/1x7PomPhiEVav48NZofWzOzv-27vkDJ1G12UPSgeTHVI/edit?gid=0#gid=0,24-SP,TRUE,Recent Advances in Computer Security and Privacy24-SP.pdf,1,Class Overview - Cyber-physical Security ,other->cps,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,2,Cryptography Basics,other->cryptography,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,3,Software Security Overview,other->software sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,4,System Security Overview,other->sys sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,5,Cyber-Physical Security and Vulnerability Discovery,other->software sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,6,Cyber-Physical Security and Vulnerability Discovery,other->software sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,7,Fuzzing Lab(due 2/20),other->software sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,8,Sanitizer Paper Disccussion,other->software sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,9,AFL++,other->software sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,10,Mini-Project(due 2/29),none,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,11,PGFuzz - Fuzzing the Cyber-physical Systems,other->software sec,,,,
21,Ning Zhang,,Recent Advances in Computer Security and Privacy,graduate,,,,,12,SoK: Offensive Binary Technique,other->software sec,,,,
