uuid,venue,year,title,authors,abstract
icml_2024_135,icml,2024,MorphGrower: A Synchronized Layer-by-layer Growing Approach for Plausible Neuronal Morphology Generation.,Nianzu Yang; Kaipeng Zeng; Haotian Lu; Yexin Wu; Zexin Yuan; Danni Chen; Shengdian Jiang; Jiaxiang Wu; Yimin Wang; Junchi Yan,
icml_2024_136,icml,2024,Flextron: Many-in-One Flexible Large Language Model.,Ruisi Cai; Saurav Muralidharan; Greg Heinrich; Hongxu Yin; Zhangyang Wang; Jan Kautz; Pavlo Molchanov,
icml_2024_137,icml,2024,Mean-field Chaos Diffusion Models.,Sungwoo Park; Dongjun Kim; Ahmed Alaa,
icml_2024_138,icml,2024,Principled Preferential Bayesian Optimization.,Wenjie Xu; Wenbin Wang; Yuning Jiang; Bratislav Svetozarevic; Colin N. Jones,
icml_2024_139,icml,2024,Preference Optimization for Molecule Synthesis with Conditional Residual Energy-based Models.,Songtao Liu; Hanjun Dai; Yue Zhao; Peng Liu,
icml_2024_140,icml,2024,Accurate LoRA-Finetuning Quantization of LLMs via Information Retention.,Haotong Qin; Xudong Ma; Xingyu Zheng; Xiaoyang Li; Yang Zhang; Shouda Liu; Jie Luo; Xianglong Liu; Michele Magno,
icml_2024_141,icml,2024,DiJiang: Efficient Large Language Models through Compact Kernelization.,Hanting Chen; Liuzhi Cheng; Xutao Wang; Yuchuan Tian; Yunhe Wang,
icml_2024_142,icml,2024,GPTSwarm: Language Agents as Optimizable Graphs.,Mingchen Zhuge; Wenyi Wang; Louis Kirsch; Francesco Faccio; Dmitrii Khizbullin; Jürgen Schmidhuber,
icml_2024_143,icml,2024,DoRA: Weight-Decomposed Low-Rank Adaptation.,Shih-Yang Liu; Chien-Yi Wang; Hongxu Yin; Pavlo Molchanov; Yu-Chiang Frank Wang; Kwang-Ting Cheng; Min-Hung Chen,
icml_2024_144,icml,2024,Position: Embracing Negative Results in Machine Learning.,Florian Karl; Lukas Malte Kemeter; Gabriel Dax; Paulina Sierak,
icml_2024_145,icml,2024,Does Label Smoothing Help Deep Partial Label Learning?,Xiuwen Gong; Nitin Bisht; Guandong Xu,
icml_2024_146,icml,2024,Simple linear attention language models balance the recall-throughput tradeoff.,Simran Arora; Sabri Eyuboglu; Michael Zhang; Aman Timalsina; Silas Alberti; James Zou; Atri Rudra; Christopher Ré,
icml_2024_147,icml,2024,Allocation Requires Prediction Only if Inequality Is Low.,Ali Shirali; Rediet Abebe; Moritz Hardt,
icml_2024_148,icml,2024,Multi-Track Message Passing: Tackling Oversmoothing and Oversquashing in Graph Learning via Preventing Heterophily Mixing.,Hongbin Pei; Yu Li; Huiqi Deng; Jingxin Hai; Pinghui Wang; Jie Ma; Jing Tao; Yuheng Xiong; Xiaohong Guan,
icml_2024_149,icml,2024,BBox-Adapter: Lightweight Adapting for Black-Box Large Language Models.,Haotian Sun; Yuchen Zhuang; Wei Wei; Chao Zhang; Bo Dai,
icml_2024_150,icml,2024,Position: Understanding LLMs Requires More Than Statistical Generalization.,Patrik Reizinger; Szilvia Ujváry; Anna Mészáros; Anna Kerekes; Wieland Brendel; Ferenc Huszár,
icml_2024_151,icml,2024,DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images.,Baoying Chen; Jishen Zeng; Jianquan Yang; Rui Yang,
icml_2024_152,icml,2024,Explaining Probabilistic Models with Distributional Values.,Luca Franceschi; Michele Donini; Cédric Archambeau; Matthias W. Seeger,
icml_2024_153,icml,2024,Relaxing the Accurate Imputation Assumption in Doubly Robust Learning for Debiased Collaborative Filtering.,Haoxuan Li; Chunyuan Zheng; Shuyi Wang; Kunhan Wu; Eric Hao Wang; Peng Wu; Zhi Geng; Xu Chen; Xiao-Hua Zhou,
icml_2024_154,icml,2024,Test-Time Degradation Adaptation for Open-Set Image Restoration.,Yuanbiao Gou; Haiyu Zhao; Boyun Li; Xinyan Xiao; Xi Peng,
icml_2024_155,icml,2024,Regression with Multi-Expert Deferral.,Anqi Mao; Mehryar Mohri; Yutao Zhong,
icml_2024_156,icml,2024,High-Dimensional Bayesian Optimization via Semi-Supervised Learning with Optimized Unlabeled Data Sampling.,Yuxuan Yin; Yu Wang; Peng Li,
icml_2024_157,icml,2024,"Failures Are Fated, But Can Be Faded: Characterizing and Mitigating Unwanted Behaviors in Large-Scale Vision and Language Models.",Som Sagar; Aditya Taparia; Ransalu Senanayake,
icml_2024_158,icml,2024,Efficient Pareto Manifold Learning with Low-Rank Structure.,Weiyu Chen; James T. Kwok,
icml_2024_159,icml,2024,"Tabular Insights, Visual Impacts: Transferring Expertise from Tables to Images.",Jun-Peng Jiang; Han-Jia Ye; Leye Wang; Yang Yang; Yuan Jiang; De-Chuan Zhan,
icml_2024_160,icml,2024,Convergence of Some Convex Message Passing Algorithms to a Fixed Point.,Václav Vorácek; Tomás Werner,
icml_2024_161,icml,2024,Unsupervised Zero-Shot Reinforcement Learning via Functional Reward Encodings.,Kevin Frans; Seohong Park; Pieter Abbeel; Sergey Levine,
icml_2024_162,icml,2024,Neural Jump-Diffusion Temporal Point Processes.,Shuai Zhang; Chuan Zhou; Yang Aron Liu; Peng Zhang; Xixun Lin; Zhi-Ming Ma,
icml_2024_163,icml,2024,Sequential Neural Score Estimation: Likelihood-Free Inference with Conditional Score Based Diffusion Models.,Louis Sharrock; Jack Simons; Song Liu; Mark Beaumont,
icml_2024_164,icml,2024,Model Alignment as Prospect Theoretic Optimization.,Kawin Ethayarajh; Winnie Xu; Niklas Muennighoff; Dan Jurafsky; Douwe Kiela,
icml_2024_165,icml,2024,Stay on Topic with Classifier-Free Guidance.,Guillaume Sanchez; Alexander Spangher; Honglu Fan; Elad Levi; Stella Biderman,
icml_2024_166,icml,2024,Jetfire: Efficient and Accurate Transformer Pretraining with INT8 Data Flow and Per-Block Quantization.,Haocheng Xi; Yuxiang Chen; Kang Zhao; Kai Jun Teh; Jianfei Chen; Jun Zhu,
icml_2024_167,icml,2024,QuRating: Selecting High-Quality Data for Training Language Models.,Alexander Wettig; Aatmik Gupta; Saumya Malik; Danqi Chen,
icml_2024_168,icml,2024,Tuning-Free Stochastic Optimization.,Ahmed Khaled; Chi Jin,
icml_2024_169,icml,2024,Second-Order Uncertainty Quantification: A Distance-Based Approach.,Yusuf Sale; Viktor Bengs; Michele Caprio; Eyke Hüllermeier,
icml_2024_170,icml,2024,Fundamental Benefit of Alternating Updates in Minimax Optimization.,Jaewook Lee; Hanseul Cho; Chulhee Yun,
icml_2024_171,icml,2024,Leveraging Attractor Dynamics in Spatial Navigation for Better Language Parsing.,Xiaolong Zou; Xingxing Cao; Xiaojiao Yang; Bo Hong,
icml_2024_172,icml,2024,Differentially Private Synthetic Data via Foundation Model APIs 2: Text.,Chulin Xie; Zinan Lin; Arturs Backurs; Sivakanth Gopi; Da Yu; Huseyin A. Inan; Harsha Nori; Haotian Jiang; Huishuai Zhang; Yin Tat Lee; Bo Li; Sergey Yekhanin,
icml_2024_173,icml,2024,DISCRET: Synthesizing Faithful Explanations For Treatment Effect Estimation.,Yinjun Wu; Mayank Keoliya; Kan Chen; Neelay Velingker; Ziyang Li; Emily J. Getzen; Qi Long; Mayur Naik; Ravi B. Parikh; Eric Wong,
icml_2024_174,icml,2024,Position: Graph Foundation Models Are Already Here.,Haitao Mao; Zhikai Chen; Wenzhuo Tang; Jianan Zhao; Yao Ma; Tong Zhao; Neil Shah; Mikhail Galkin; Jiliang Tang,
icml_2024_175,icml,2024,Improved Operator Learning by Orthogonal Attention.,Zipeng Xiao; Zhongkai Hao; Bokai Lin; Zhijie Deng; Hang Su,
icml_2024_176,icml,2024,Exploiting Code Symmetries for Learning Program Semantics.,Kexin Pei; Weichen Li; Qirui Jin; Shuyang Liu; Scott Geng; Lorenzo Cavallaro; Junfeng Yang; Suman Jana,
icml_2024_177,icml,2024,Resisting Stochastic Risks in Diffusion Planners with the Trajectory Aggregation Tree.,Lang Feng; Pengjie Gu; Bo An; Gang Pan,
icml_2024_178,icml,2024,Stochastic Interpolants with Data-Dependent Couplings.,Michael S. Albergo; Mark Goldstein; Nicholas Matthew Boffi; Rajesh Ranganath; Eric Vanden-Eijnden,
icml_2024_179,icml,2024,How Free is Parameter-Free Stochastic Optimization?,Amit Attia; Tomer Koren,
icml_2024_180,icml,2024,"Transformers, parallel computation, and logarithmic depth.",Clayton Sanford; Daniel Hsu; Matus Telgarsky,
icml_2024_181,icml,2024,StackSight: Unveiling WebAssembly through Large Language Models and Neurosymbolic Chain-of-Thought Decompilation.,Weike Fang; Zhejian Zhou; Junzhou He; Weihang Wang,
icml_2024_182,icml,2024,Adaptive Online Experimental Design for Causal Discovery.,Muhammad Qasim Elahi; Lai Wei; Murat Kocaoglu; Mahsa Ghasemi,
icml_2024_183,icml,2024,Convex Relaxations of ReLU Neural Networks Approximate Global Optima in Polynomial Time.,Sungyoon Kim; Mert Pilanci,
icml_2024_184,icml,2024,Testing the Feasibility of Linear Programs with Bandit Feedback.,Aditya Gangrade; Aditya Gopalan; Venkatesh Saligrama; Clayton Scott,
icml_2024_185,icml,2024,Batch and match: black-box variational inference with a score-based divergence.,Diana Cai; Chirag Modi; Loucas Pillaud-Vivien; Charles Margossian; Robert M. Gower; David M. Blei; Lawrence K. Saul,
icml_2024_186,icml,2024,A Distributional Analogue to the Successor Representation.,Harley Wiltzer; Jesse Farebrother; Arthur Gretton; Yunhao Tang; André Barreto; Will Dabney; Marc G. Bellemare; Mark Rowland,
icml_2024_187,icml,2024,MALIBO: Meta-learning for Likelihood-free Bayesian Optimization.,Jiarong Pan; Stefan Falkner; Felix Berkenkamp; Joaquin Vanschoren,
icml_2024_188,icml,2024,Triple Changes Estimator for Targeted Policies.,Sina Akbari; Negar Kiyavash,
icml_2024_189,icml,2024,Time Weaver: A Conditional Time Series Generation Model.,Sai Shankar Narasimhan; Shubhankar Agarwal; Oguzhan Akcin; Sujay Sanghavi; Sandeep P. Chinchali,
icml_2024_190,icml,2024,"Position: LLMs Can't Plan, But Can Help Planning in LLM-Modulo Frameworks.",Subbarao Kambhampati; Karthik Valmeekam; Lin Guan; Mudit Verma; Kaya Stechly; Siddhant Bhambri; Lucas Saldyt; Anil Murthy,
icml_2024_191,icml,2024,Craftax: A Lightning-Fast Benchmark for Open-Ended Reinforcement Learning.,Michael T. Matthews; Michael Beukman; Benjamin Ellis; Mikayel Samvelyan; Matthew Thomas Jackson; Samuel Coward; Jakob Nicolaus Foerster,
icml_2024_192,icml,2024,A Tensor Decomposition Perspective on Second-order RNNs.,Maude Lizaire; Michael Rizvi-Martel; Marawan Gamal Abdel Hameed; Guillaume Rabusseau,
icml_2024_193,icml,2024,Adapt and Diffuse: Sample-adaptive Reconstruction via Latent Diffusion Models.,Zalan Fabian; Berk Tinaz; Mahdi Soltanolkotabi,
icml_2024_194,icml,2024,"Physics of Language Models: Part 3.1, Knowledge Storage and Extraction.",Zeyuan Allen-Zhu; Yuanzhi Li,
icml_2024_195,icml,2024,Fast Sampling-Based Sketches for Tensors.,William J. Swartworth; David P. Woodruff,
icml_2024_196,icml,2024,Gambling-Based Confidence Sequences for Bounded Random Vectors.,Jongha Jon Ryu; Gregory W. Wornell,
icml_2024_197,icml,2024,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue.,Xing Han Lu; Zdenek Kasner; Siva Reddy,
icml_2024_198,icml,2024,"Position: Data Authenticity, Consent, & Provenance for AI are all broken: what will it take to fix them?",Shayne Longpre; Robert Mahari; Naana Obeng-Marnu; William Brannon; Tobin South; Katy Ilonka Gero; Alex Pentland; Jad Kabbara,
icml_2024_199,icml,2024,Representing Molecules as Random Walks Over Interpretable Grammars.,Michael Sun; Minghao Guo; Weize Yuan; Veronika Thost; Crystal Elaine Owens; Aristotle Franklin Grosz; Sharvaa Selvan; Katelyn Zhou; Hassan Mohiuddin; Benjamin J. Pedretti; Zachary P. Smith; Jie Chen; Wojciech Matusik,
icml_2024_200,icml,2024,Replicable Learning of Large-Margin Halfspaces.,Alkis Kalavasis; Amin Karbasi; Kasper Green Larsen; Grigoris Velegkas; Felix Zhou,
icml_2024_201,icml,2024,Transport of Algebraic Structure to Latent Embeddings.,Samuel Pfrommer; Brendon G. Anderson; Somayeh Sojoudi,
icml_2024_202,icml,2024,Do Models Explain Themselves? Counterfactual Simulatability of Natural Language Explanations.,Yanda Chen; Ruiqi Zhong; Narutatsu Ri; Chen Zhao; He He; Jacob Steinhardt; Zhou Yu; Kathleen R. McKeown,
icml_2024_203,icml,2024,Harnessing the Power of Neural Operators with Automatically Encoded Conservation Laws.,Ning Liu; Yiming Fan; Xianyi Zeng; Milan Klöwer; Lu Zhang; Yue Yu,
icml_2024_204,icml,2024,Stochastic Localization via Iterative Posterior Sampling.,Louis Grenioux; Maxence Noble; Marylou Gabrié; Alain Oliviero Durmus,
icml_2024_205,icml,2024,On a Neural Implementation of Brenier's Polar Factorization.,Nina Vesseron; Marco Cuturi,
icml_2024_206,icml,2024,Position: Reinforcement Learning in Dynamic Treatment Regimes Needs Critical Reexamination.,Zhiyao Luo; Yangchen Pan; Peter J. Watkinson; Tingting Zhu,
icml_2024_207,icml,2024,Decoding-time Realignment of Language Models.,Tianlin Liu; Shangmin Guo; Leonardo Bianco; Daniele Calandriello; Quentin Berthet; Felipe Llinares-López; Jessica Hoffmann; Lucas Dixon; Michal Valko; Mathieu Blondel,
icml_2024_208,icml,2024,Predictive Linear Online Tracking for Unknown Targets.,Anastasios Tsiamis; Aren Karapetyan; Yueshan Li; Efe C. Balta; John Lygeros,
icml_2024_209,icml,2024,Perturb-and-Project: Differentially Private Similarities and Marginals.,Vincent Cohen-Addad; Tommaso d'Orsi; Alessandro Epasto; Vahab Mirrokni; Peilin Zhong,
icml_2024_210,icml,2024,Promoting External and Internal Equities Under Ex-Ante/Ex-Post Metrics in Online Resource Allocation.,Karthik Abinav Sankararaman; Aravind Srinivasan; Pan Xu,
icml_2024_211,icml,2024,LIDAO: Towards Limited Interventions for Debiasing (Large) Language Models.,Tianci Liu; Haoyu Wang; Shiyang Wang; Yu Cheng; Jing Gao,
icml_2024_212,icml,2024,Robust and Conjugate Gaussian Process Regression.,Matías Altamirano; François-Xavier Briol; Jeremias Knoblauch,
icml_2024_213,icml,2024,DsDm: Model-Aware Dataset Selection with Datamodels.,Logan Engstrom; Axel Feldmann; Aleksander Madry,
icml_2024_214,icml,2024,LLM Maybe LongLM: SelfExtend LLM Context Window Without Tuning.,Hongye Jin; Xiaotian Han; Jingfeng Yang; Zhimeng Jiang; Zirui Liu; Chia-Yuan Chang; Huiyuan Chen; Xia Hu,
icml_2024_215,icml,2024,Block Acceleration Without Momentum: On Optimal Stepsizes of Block Gradient Descent for Least-Squares.,Liangzu Peng; Wotao Yin,
icml_2024_216,icml,2024,Local vs. Global Interpretability: A Computational Complexity Perspective.,Shahaf Bassan; Guy Amir; Guy Katz,
icml_2024_217,icml,2024,ULAREF: A Unified Label Refinement Framework for Learning with Inaccurate Supervision.,Congyu Qiao; Ning Xu; Yihao Hu; Xin Geng,
icml_2024_218,icml,2024,Learning Optimal Deterministic Policies with Stochastic Policy Gradients.,Alessandro Montenegro; Marco Mussi; Alberto Maria Metelli; Matteo Papini,
icml_2024_219,icml,2024,A Geometric Decomposition of Finite Games: Convergence vs. Recurrence under Exponential Weights.,Davide Legacci; Panayotis Mertikopoulos; Bary S. R. Pradelski,
icml_2024_220,icml,2024,Target Networks and Over-parameterization Stabilize Off-policy Bootstrapping with Function Approximation.,Fengdi Che; Chenjun Xiao; Jincheng Mei; Bo Dai; Ramki Gummadi; Oscar A. Ramirez; Christopher K. Harris; A. Rupam Mahmood; Dale Schuurmans,
icml_2024_221,icml,2024,What needs to go right for an induction head? A mechanistic study of in-context learning circuits and their formation.,Aaditya K. Singh; Ted Moskovitz; Felix Hill; Stephanie C. Y. Chan; Andrew M. Saxe,
icml_2024_222,icml,2024,Pairwise Alignment Improves Graph Domain Adaptation.,Shikun Liu; Deyu Zou; Han Zhao; Pan Li,
icml_2024_223,icml,2024,Estimating Unknown Population Sizes Using the Hypergeometric Distribution.,Liam Hodgson; Danilo Bzdok,
icml_2024_224,icml,2024,Beyond the Norms: Detecting Prediction Errors in Regression Models.,Andrés Altieri; Marco Romanelli; Georg Pichler; Florence Alberge; Pablo Piantanida,
icml_2024_225,icml,2024,Memory Consolidation Enables Long-Context Video Understanding.,Ivana Balazevic; Yuge Shi; Pinelopi Papalampidi; Rahma Chaabouni; Skanda Koppula; Olivier J. Hénaff,
icml_2024_226,icml,2024,Re-Dock: Towards Flexible and Realistic Molecular Docking with Diffusion Bridge.,Yufei Huang; Odin Zhang; Lirong Wu; Cheng Tan; Haitao Lin; Zhangyang Gao; Siyuan Li; Stan Z. Li,
icml_2024_227,icml,2024,Position: Intent-aligned AI Systems Must Optimize for Agency Preservation.,Catalin Mitelut; Benjamin J. Smith; Peter Vamplew,
icml_2024_228,icml,2024,Fine-tuning Reinforcement Learning Models is Secretly a Forgetting Mitigation Problem.,Maciej Wolczyk; Bartlomiej Cupial; Mateusz Ostaszewski; Michal Bortkiewicz; Michal Zajac; Razvan Pascanu; Lukasz Kucinski; Piotr Milos,
icml_2024_229,icml,2024,Learning with Partial-Label and Unlabeled Data: A Uniform Treatment for Supervision Redundancy and Insufficiency.,Yangfan Liu; Jiaqi Lv; Xin Geng; Ning Xu,
icml_2024_230,icml,2024,Truly No-Regret Learning in Constrained MDPs.,Adrian Müller; Pragnya Alatur; Volkan Cevher; Giorgia Ramponi; Niao He,
icml_2024_231,icml,2024,How Deep Networks Learn Sparse and Hierarchical Data: the Sparse Random Hierarchy Model.,Umberto M. Tomasini; Matthieu Wyart,
icml_2024_232,icml,2024,Position: Mission Critical - Satellite Data is a Distinct Modality in Machine Learning.,Esther Rolf; Konstantin Klemmer; Caleb Robinson; Hannah Kerner,
icml_2024_233,icml,2024,Practical Performance Guarantees for Pipelined DNN Inference.,Aaron Archer; Matthew Fahrbach; Kuikui Liu; Prakash Prabhu,
icml_2024_234,icml,2024,Position: What makes an image realistic?,Lucas Theis,
icml_2024_235,icml,2024,FAFE: Immune Complex Modeling with Geodesic Distance Loss on Noisy Group Frames.,Ruidong Wu; Ruihan Guo; Rui Wang; Shitong Luo; Yue Xu; Jiahan Li; Jianzhu Ma; Qiang Liu; Yunan Luo; Jian Peng,
icml_2024_236,icml,2024,Double Variance Reduction: A Smoothing Trick for Composite Optimization Problems without First-Order Gradient.,Hao Di; Haishan Ye; Yueling Zhang; Xiangyu Chang; Guang Dai; Ivor W. Tsang,
icml_2024_237,icml,2024,A Circuit Domain Generalization Framework for Efficient Logic Synthesis in Chip Design.,Zhihai Wang; Lei Chen; Jie Wang; Yinqi Bai; Xing Li; Xijun Li; Mingxuan Yuan; Jianye Hao; Yongdong Zhang; Feng Wu,
icml_2024_238,icml,2024,Sharp Rates in Dependent Learning Theory: Avoiding Sample Size Deflation for the Square Loss.,Ingvar M. Ziemann; Stephen Tu; George J. Pappas; Nikolai Matni,
icml_2024_239,icml,2024,Navigating Scaling Laws: Compute Optimality in Adaptive Model Training.,Sotiris Anagnostidis; Gregor Bachmann; Imanol Schlag; Thomas Hofmann,
icml_2024_240,icml,2024,Pessimism Meets Risk: Risk-Sensitive Offline Reinforcement Learning.,Dake Zhang; Boxiang Lyu; Shuang Qiu; Mladen Kolar; Tong Zhang,
icml_2024_241,icml,2024,Conformal prediction for multi-dimensional time series by ellipsoidal sets.,Chen Xu; Hanyang Jiang; Yao Xie,
icml_2024_242,icml,2024,Asymptotics of feature learning in two-layer networks after one gradient-step.,Hugo Cui; Luca Pesce; Yatin Dandi; Florent Krzakala; Yue M. Lu; Lenka Zdeborová; Bruno Loureiro,
icml_2024_243,icml,2024,Robust Optimization in Protein Fitness Landscapes Using Reinforcement Learning in Latent Space.,Minji Lee; Luiz Felipe Vecchietti; Hyunkyu Jung; Hyun Joo Ro; Meeyoung Cha; Ho Min Kim,
icml_2024_244,icml,2024,CLIF: Complementary Leaky Integrate-and-Fire Neuron for Spiking Neural Networks.,Yulong Huang; Xiaopeng Lin; Hongwei Ren; Haotian Fu; Yue Zhou; Zunchang Liu; Biao Pan; Bojun Cheng,
icml_2024_245,icml,2024,One Meta-tuned Transformer is What You Need for Few-shot Learning.,Xu Yang; Huaxiu Yao; Ying Wei,
icml_2024_246,icml,2024,Mixtures of Experts Unlock Parameter Scaling for Deep RL.,Johan Samir Obando-Ceron; Ghada Sokar; Timon Willi; Clare Lyle; Jesse Farebrother; Jakob Nicolaus Foerster; Gintare Karolina Dziugaite; Doina Precup; Pablo Samuel Castro,
icml_2024_247,icml,2024,On the Complexity of Finite-Sum Smooth Optimization under the Polyak-Łojasiewicz Condition.,Yunyan Bai; Yuxing Liu; Luo Luo,
icml_2024_248,icml,2024,Learning Exceptional Subgroups by End-to-End Maximizing KL-Divergence.,Sascha Xu; Nils Philipp Walter; Janis Kalofolias; Jilles Vreeken,
icml_2024_249,icml,2024,Leveraging (Biased) Information: Multi-armed Bandits with Offline Data.,Wang Chi Cheung; Lixing Lyu,
icml_2024_250,icml,2024,Learning Causal Relations from Subsampled Time Series with Two Time-Slices.,Anpeng Wu; Haoxuan Li; Kun Kuang; Keli Zhang; Fei Wu,
icml_2024_251,icml,2024,Equivariance via Minimal Frame Averaging for More Symmetries and Efficiency.,Yuchao Lin; Jacob Helwig; Shurui Gui; Shuiwang Ji,
icml_2024_252,icml,2024,Dynamic Facility Location in High Dimensional Euclidean Spaces.,Sayan Bhattacharya; Gramoz Goranci; Shaofeng H.-C. Jiang; Yi Qian; Yubo Zhang,
icml_2024_253,icml,2024,What Will My Model Forget? Forecasting Forgotten Examples in Language Model Refinement.,Xisen Jin; Xiang Ren,
icml_2024_254,icml,2024,Defining Neural Network Architecture through Polytope Structures of Datasets.,Sangmin Lee; Abbas Mammadov; Jong Chul Ye,
icml_2024_255,icml,2024,Extending Test-Time Augmentation with Metamorphic Relations for Combinatorial Problems.,Siwei Wei; Xudong Zhang; Zhiyang Zhou; Yan Cai,
icml_2024_256,icml,2024,Bridging Data Gaps in Diffusion Models with Adversarial Noise-Based Transfer Learning.,Xiyu Wang; Baijiong Lin; Daochang Liu; Ying-Cong Chen; Chang Xu,
icml_2024_257,icml,2024,Handling Heterogeneous Curvatures in Bandit LQR Control.,Yu-Hu Yan; Jing Wang; Peng Zhao,
icml_2024_258,icml,2024,Optimal Ridge Regularization for Out-of-Distribution Prediction.,Pratik Patil; Jin-Hong Du; Ryan J. Tibshirani,
icml_2024_259,icml,2024,Optimal Kernel Quantile Learning with Random Features.,Caixing Wang; Xingdong Feng,
icml_2024_260,icml,2024,RICE: Breaking Through the Training Bottlenecks of Reinforcement Learning with Explanation.,Zelei Cheng; Xian Wu; Jiahao Yu; Sabrina Yang; Gang Wang; Xinyu Xing,
icml_2024_261,icml,2024,Prospective Side Information for Latent MDPs.,Jeongyeol Kwon; Yonathan Efroni; Shie Mannor; Constantine Caramanis,
icml_2024_262,icml,2024,Dynamic Correlation Clustering in Sublinear Update Time.,Vincent Cohen-Addad; Silvio Lattanzi; Andreas Maggiori; Nikos Parotsidis,
icml_2024_263,icml,2024,A Theoretical Analysis of Backdoor Poisoning Attacks in Convolutional Neural Networks.,Boqi Li; Weiwei Liu,
icml_2024_264,icml,2024,Masked Face Recognition with Generative-to-Discriminative Representations.,Shiming Ge; Weijia Guo; Chenyu Li; Junzheng Zhang; Yong Li; Dan Zeng,
icml_2024_265,icml,2024,No Dimensional Sampling Coresets for Classification.,Meysam Alishahi; Jeff M. Phillips,
icml_2024_266,icml,2024,Stereographic Spherical Sliced Wasserstein Distances.,Huy Tran; Yikun Bai; Abihith Kothapalli; Ashkan Shahbazi; Xinran Liu; Rocio Diaz Martin; Soheil Kolouri,
icml_2024_267,icml,2024,Faster Adaptive Decentralized Learning Algorithms.,Feihu Huang; Jianyu Zhao,
icml_2024_268,icml,2024,Minimax Optimality of Score-based Diffusion Models: Beyond the Density Lower Bound Assumptions.,Kaihong Zhang; Heqi Yin; Feng Liang; Jingbo Liu,
icml_2024_269,icml,2024,Memorization Through the Lens of Curvature of Loss Function Around Samples.,Isha Garg; Deepak Ravikumar; Kaushik Roy,
icml_2024_270,icml,2024,Sparse and Structured Hopfield Networks.,Saul José Rodrigues dos Santos; Vlad Niculae; Daniel C. McNamee; André F. T. Martins,
icml_2024_271,icml,2024,Beyond Implicit Bias: The Insignificance of SGD Noise in Online Learning.,Nikhil Vyas; Depen Morwani; Rosie Zhao; Gal Kaplun; Sham M. Kakade; Boaz Barak,
icml_2024_272,icml,2024,Towards Theoretical Understanding of Learning Large-scale Dependent Data via Random Features.,Chao Wang; Xin Bing; Xin He; Caixing Wang,
icml_2024_273,icml,2024,Automating the Selection of Proxy Variables of Unmeasured Confounders.,Feng Xie; Zhengming Chen; Shanshan Luo; Wang Miao; Ruichu Cai; Zhi Geng,
icml_2024_274,icml,2024,Code as Reward: Empowering Reinforcement Learning with VLMs.,David Venuto; Mohammad Sami Nur Islam; Martin Klissarov; Doina Precup; Sherry Yang; Ankit Anand,
icml_2024_275,icml,2024,EfficientZero V2: Mastering Discrete and Continuous Control with Limited Data.,Shengjie Wang; Shaohuai Liu; Weirui Ye; Jiacheng You; Yang Gao,
icml_2024_276,icml,2024,Distributed High-Dimensional Quantile Regression: Estimation Efficiency and Support Recovery.,Caixing Wang; Ziliang Shen,
icml_2024_277,icml,2024,A Theory of Fault-Tolerant Learning.,Changlong Wu; Yifan Wang; Ananth Grama,
icml_2024_278,icml,2024,Faithfulness Measurable Masked Language Models.,Andreas Madsen; Siva Reddy; Sarath Chandar,
icml_2024_279,icml,2024,End-to-End Neuro-Symbolic Reinforcement Learning with Textual Explanations.,Lirui Luo; Guoxi Zhang; Hongming Xu; Yaodong Yang; Cong Fang; Qing Li,
icml_2024_280,icml,2024,PriorBoost: An Adaptive Algorithm for Learning from Aggregate Responses.,Adel Javanmard; Matthew Fahrbach; Vahab Mirrokni,
icml_2024_281,icml,2024,InterpreTabNet: Distilling Predictive Signals from Tabular Data by Salient Feature Interpretation.,Jacob Yoke Hong Si; Wendy Yusi Cheng; Michael Cooper; Rahul G. Krishnan,
icml_2024_282,icml,2024,By Tying Embeddings You Are Assuming the Distributional Hypothesis.,Francesco Bertolotti; Walter Cazzola,
icml_2024_283,icml,2024,BayOTIDE: Bayesian Online Multivariate Time Series Imputation with Functional Decomposition.,Shikai Fang; Qingsong Wen; Yingtao Luo; Shandian Zhe; Liang Sun,
icml_2024_284,icml,2024,ACM-MILP: Adaptive Constraint Modification via Grouping and Selection for Hardness-Preserving MILP Instance Generation.,Ziao Guo; Yang Li; Chang Liu; Wenli Ouyang; Junchi Yan,
icml_2024_285,icml,2024,How Uniform Random Weights Induce Non-uniform Bias: Typical Interpolating Neural Networks Generalize with Narrow Teachers.,Gon Buzaglo; Itamar Harel; Mor Shpigel Nacson; Alon Brutzkus; Nathan Srebro; Daniel Soudry,
icml_2024_286,icml,2024,Optimal Acceleration for Minimax and Fixed-Point Problems is Not Unique.,Taeho Yoon; Jaeyeon Kim; Jaewook J. Suh; Ernest K. Ryu,
icml_2024_287,icml,2024,Nash Learning from Human Feedback.,Rémi Munos; Michal Valko; Daniele Calandriello; Mohammad Gheshlaghi Azar; Mark Rowland; Zhaohan Daniel Guo; Yunhao Tang; Matthieu Geist; Thomas Mesnard; Côme Fiegel; Andrea Michi; Marco Selvi; Sertan Girgin; Nikola Momchev; Olivier Bachem; Daniel J. Mankowitz; Doina Precup; Bilal Piot,
icml_2024_288,icml,2024,Size-invariance Matters: Rethinking Metrics and Losses for Imbalanced Multi-object Salient Object Detection.,Feiran Li; Qianqian Xu; Shilong Bao; Zhiyong Yang; Runmin Cong; Xiaochun Cao; Qingming Huang,
