author,2020,2021,2022,2023,2024
Florian Kerschbaum,0,0,2,2,0
Federico Barbero,0,0,2,0,0
Saeed Mahloujifar,0,0,6,4,0
Esha Ghosh,0,0,2,0,2
Melissa Chase,0,0,2,0,2
Borja Balle,0,0,2,2,2
Giovanni Cherubin,0,0,2,2,2
Md Hafizul Islam Chowdhuryy,0,0,2,0,2
Peter Kairouz,0,0,2,0,2
Daniel Ramage,0,0,2,0,2
Zhuo Zhang,0,0,2,2,4
Shangyu Xie,0,0,2,0,0
Han Wang,0,0,2,0,0
Yu Kong,0,0,2,0,0
Yuan Hong,0,0,2,0,8
Rui Zhang,0,0,2,0,6
Yuan Ding,0,0,2,0,0
Zhibo Wang,0,0,2,0,10
Qingbiao Wu,0,0,2,0,0
Kui Ren,0,0,2,0,22
Jiajun Gong,0,0,2,0,0
Wuqi Zhang,0,0,2,0,0
Charles Zhang,0,0,2,0,0
Tao Wang,0,0,2,0,2
Alan Romano,0,0,2,0,0
Daniel Lehmann,0,0,2,0,0
Michael Pradel,0,0,2,0,0
Weihang Wang,0,0,2,0,0
Chijung Jung,0,0,2,0,0
Ali Ahad,0,0,2,0,0
Steve Chien,0,0,2,0,0
Shuang Song,0,0,2,0,0
Andreas Terzis,0,0,2,0,2
Nicholas Boucher,0,0,2,0,0
Ilia Shumailov,0,0,4,2,2
Ross Anderson,0,0,2,0,2
Shiqing Ma,0,0,2,6,8
Yongji Wu,0,0,2,0,0
Nishanth Chandran,0,0,2,0,0
Divya Gupta,0,0,2,0,0
Sai Lakshmi Bhavana Obbattu,0,0,2,0,0
Akash Shah,0,0,2,0,0
Huili Chen,0,0,2,0,0
Hossein Yalame,0,0,2,0,0
Helen Möllering,0,0,2,0,0
Hossein Fereidooni,0,0,2,2,8
Samuel Marchal,0,0,2,0,0
Azalia Mirhoseini,0,0,2,0,0
Shaza Zeitouni,0,0,2,0,0
Thomas Schneider,0,0,2,0,0
Xinyu Tang,0,0,2,0,0
Cormac Herley,0,0,2,0,0
Ruofan Liu,0,0,2,0,0
Yun Lin,0,0,2,0,0
Xianglin Yang,0,0,2,0,0
Siang Hwee Ng,0,0,2,0,0
Dinil Mon Divakaran,0,0,2,0,0
Jin Song Dong,0,0,2,0,0
Jaron Mink,0,0,2,4,0
Natã M. Barbosa,0,0,2,0,0
Olivia Figueira,0,0,2,0,0
Yang Wang,0,0,2,0,0
Ce Zhou,0,0,2,0,0
Yan Shi,0,0,2,0,0
Lichao Sun,0,0,2,0,4
R. Spencer Hallyburton,0,0,2,0,0
Miroslav Pajic,0,0,2,0,0
Yangyang Liu,0,0,2,0,0
Tianqi Li,0,0,2,0,0
Yajin Zhou,0,0,2,0,0
Guofei Gu,0,0,2,0,0
Zhijian Xu,0,0,2,0,0
Zhanyuan Yin,0,0,2,0,0
Pratik Vaishnavi,0,0,2,0,0
Kevin Eykholt,0,0,2,2,0
Amir Rahmati,0,0,2,0,2
Huiying Li,0,0,2,0,0
Jiayun Zhang,0,0,2,0,0
Ruoyu Wu,0,0,2,0,0
Taegyu Kim,0,0,2,0,0
Dave (Jing) Tian,0,0,2,0,0
Antonio Bianchi,0,0,2,2,0
Dongyan Xu,0,0,2,0,2
Shubham Jain,0,0,2,2,2
Shimaa Ahmed,0,0,2,2,0
Kassem Fawaz,0,0,2,6,0
Changjiang Li,0,0,2,2,4
Li Wang,0,0,2,0,2
Shanqing Guo,0,0,2,0,2
Logan Blue,0,0,2,2,0
Cassidy Gibson,0,0,2,0,0
Luis Vargas,0,0,2,0,0
Jessica O'Dell,0,0,2,0,0
Kevin R. B. Butler,0,0,2,0,4
Sandra Siby,0,0,2,0,0
Umar Iqbal,0,0,2,0,0
Steven Englehardt,0,0,2,0,0
Zubair Shafiq,0,0,2,0,0
Carmela Troncoso,0,0,2,4,0
Qi-An Fu,0,0,2,0,0
Yinpeng Dong,0,0,2,0,2
Hang Su,0,0,2,0,0
Jun Zhu,0,0,2,0,0
Chao Zhang,0,0,2,2,2
Beina Sheng,0,0,2,0,0
Jiaming Zhu,0,0,4,0,0
Alexander Warnecke,0,0,2,2,0
Christian Wressnegger,0,0,2,4,2
Yifan Yan,0,0,2,0,0
Zhemin Yang,0,0,2,0,0
Yuanyuan Yuan,0,0,2,2,6
Qi Pang,0,0,2,0,2
Shuai Wang,0,0,2,2,4
Yugeng Liu,0,0,2,2,0
Rui Wen,0,0,2,0,6
Shagufta Mehnaz,0,0,2,0,2
Sayanton V. Dibbo,0,0,2,0,2
Ehsanul Kabir,0,0,2,0,2
Ninghui Li,0,0,2,2,2
Elisa Bertino,0,0,2,0,2
Ping He,0,0,0,2,0
Yifan Xia,0,0,0,2,0
Jingyang Hu,0,0,0,2,0
Hongbo Wang,0,0,0,2,0
Tianyue Zheng,0,0,0,2,2
Jingzhi Hu,0,0,0,2,2
Zhe Chen,0,0,0,2,0
Hongbo Jiang,0,0,0,2,0
Jun Luo,0,0,0,2,2
Congyi Li,0,0,0,2,0
Shixuan Zhai,0,0,0,2,0
Zhuoqun Fu,0,0,0,2,0
Chuyun Deng,0,0,0,2,0
Jia Zhang,0,0,0,2,2
Haixin Duan,0,0,0,2,2
Yi Zeng,0,0,0,6,0
Minzhou Pan,0,0,0,6,0
Hoang Anh Just,0,0,0,2,0
Lingjuan Lyu,0,0,0,6,2
Meikang Qiu,0,0,0,2,0
Ruoxi Jia,0,0,0,6,0
Ryan Feng,0,0,0,2,0
Ashish Hooda,0,0,0,2,2
Atul Prakash,0,0,0,2,0
Vibha Belavadi,0,0,0,2,0
Yan Zhou,0,0,0,2,0
Bhavani Thuraisingham,0,0,0,2,0
Jianping Wu,0,0,0,2,0
Ardavan Bozorgi,0,0,0,2,0
Tejas Kannan,0,0,0,2,0
Nick Feamster,0,0,0,2,0
Henry Hoffmann,0,0,0,2,0
Ivica Nikolic,0,0,0,2,0
Racchit Jain,0,0,0,2,0
Divesh Aggarwal,0,0,0,2,0
Lingshuo Meng,0,0,0,2,0
Yutong Hu,0,0,0,2,0
Haiqin Weng,0,0,0,4,4
Zhengyuan Jiang,0,0,0,2,0
Jinghuai Zhang,0,0,0,2,2
Hongfei Xue,0,0,0,2,0
Zhengxiong Li,0,0,0,2,0
Yunnan Yu,0,0,0,2,0
Wenyao Xu,0,0,0,2,0
Marco Arazzi,0,0,0,2,0
Mauro Conti,0,0,0,2,2
Antonino Nocera,0,0,0,2,0
Chulin Xie,0,0,0,2,0
Pin-Yu Chen,0,0,0,2,0
Qinbin Li,0,0,0,2,0
Sanmi Koyejo,0,0,0,2,0
Torsten Krauß,0,0,0,2,8
Alexandra Dmitrienko,0,0,0,2,10
Klim Kireev,0,0,0,2,0
Bogdan Kulynych,0,0,0,2,0
Jiayun Fu,0,0,0,2,0
Bin B. Zhu,0,0,0,2,2
Pingyi Hu,0,0,0,2,0
Ruixin Zhao,0,0,0,2,0
Yaru Jia,0,0,0,2,0
Peng Xu,0,0,0,2,0
Dongmei Zhang,0,0,0,2,2
Chunyi Zhou,0,0,0,2,0
Yansong Gao,0,0,0,2,6
Anmin Fu,0,0,0,2,4
Zhiyang Dai,0,0,0,2,0
Zhi Zhang,0,0,0,2,6
Yuqing Zhang,0,0,0,2,0
Wanlun Ma,0,0,0,2,0
Derui Wang,0,0,0,4,0
Ruoxi Sun,0,0,0,6,2
Sheng Wen,0,0,0,4,0
Yang Xiang,0,0,0,2,4
Lukas Pirch,0,0,0,2,0
Caiqin Dong,0,0,0,2,0
Jian Weng,0,0,0,2,0
Jia-Nan Liu,0,0,0,2,0
Yue Zhang,0,0,0,2,0
Yao Tong,0,0,0,2,0
Anjia Yang,0,0,0,2,0
Yudan Cheng,0,0,0,2,0
Shun Hu,0,0,0,2,0
Tianyue Chu,0,0,0,2,0
Álvaro García-Recuero,0,0,0,2,0
Costas Iordanou,0,0,0,2,0
Georgios Smaragdakis,0,0,0,2,0
Nikolaos Laoutaris,0,0,0,2,0
Aditya Karlekar,0,0,0,2,0
Saurabh Prasad,0,0,0,2,0
Luke A. Bauer,0,0,0,2,0
Siyuan Cheng,0,0,0,6,8
Xiangzhe Xu,0,0,0,2,2
Shiwei Feng,0,0,0,2,2
Kaiyuan Zhang,0,0,0,4,6
Akul Goyal,0,0,0,2,2
Rui Zhu,0,0,0,2,4
Siyuan Tang,0,0,0,2,4
Moses Ike,0,0,0,2,0
Kandy Phan,0,0,0,2,0
Keaton Sadoski,0,0,0,2,0
Romuald Valme,0,0,0,2,0
Anshuman Suri,0,0,0,2,0
Robert Sim,0,0,0,2,2
Rui Guan,0,0,0,2,0
Meng Xue,0,0,0,2,0
Harsh Chaudhari,0,0,0,2,0
John Abascal,0,0,0,2,0
Mathilde Raynal,0,0,0,2,0
Hidde Lycklama,0,0,0,2,0
Lukas Burkhalter,0,0,0,2,0
Alexander Viand,0,0,0,2,0
Nicolas Küchler,0,0,0,2,0
Anwar Hithnawi,0,0,0,2,0
Maximilian Noppel,0,0,0,2,2
Lukas Peter,0,0,0,2,0
Zhi Chen,0,0,0,2,0
Kevin Tu,0,0,0,2,0
Kavita Kumari,0,0,0,2,6
Murtuza Jadliwala,0,0,0,2,2
Wang Yang,0,0,0,2,0
Yuzhe Gu,0,0,0,2,0
Huayang Huang,0,0,0,2,2
Yueli Yan,0,0,0,2,0
Zhice Yang,0,0,0,2,0
Ian Kelk,0,0,0,2,0
Zhihao Wu,0,0,0,2,2
Jiahui Yang,0,0,0,2,0
Haoqi Ye,0,0,0,2,0
Ziqi Huang,0,0,0,2,0
Xiao Ye,0,0,0,2,0
Andre Kassis,0,0,0,2,0
Urs Hengartner,0,0,0,2,0
Bojan Karlas,0,0,0,2,0
Alexander Valtchanov,0,0,0,2,0
Shuo Wang,0,0,0,2,16
Sharif Abuadbba,0,0,0,2,0
Sidharth Agarwal,0,0,0,2,0
Kristen Moore,0,0,0,2,0
Surya Nepal,0,0,0,2,4
Seyit Camtepe,0,0,0,2,2
Salil S. Kanhere,0,0,0,2,0
Zaixi Zhang,0,0,0,2,0
Salijona Dyrmishi,0,0,0,2,0
Salah Ghamizi,0,0,0,2,0
Thibault Simonetto,0,0,0,2,0
Yves Le Traon,0,0,0,2,0
Maxime Cordy,0,0,0,2,0
Zain Sarwar,0,0,0,2,0
Sifat Muhammad Abdullah,0,0,0,2,2
Abdullah Rehman,0,0,0,2,0
Yoonjin Kim,0,0,0,2,0
Parantapa Bhattacharya,0,0,0,2,0
Yuxin Cao,0,0,0,2,0
Xi Xiao,0,0,0,2,0
Ruijie Zhao,0,0,0,2,0
Xianwen Deng,0,0,0,2,0
Yanhao Wang,0,0,0,2,0
Zhicong Yan,0,0,0,2,0
Zhengguang Han,0,0,0,2,0
Libo Chen,0,0,0,2,2
Zhi Xue,0,0,0,2,0
Yijun Wang,0,0,0,2,0
Wei Zong,0,0,0,2,0
Yang-Wai Chow,0,0,0,2,0
Willy Susilo,0,0,0,2,0
Kien Do,0,0,0,2,0
Svetha Venkatesh,0,0,0,2,0
Donghui Dai,0,0,0,2,0
Zhenlin An,0,0,0,2,0
Lei Yang,0,0,0,2,0
Zizhi Jin,0,0,0,2,0
Bo Yang,0,0,0,2,0
Haoyang Li,0,0,0,2,0
Qingqing Ye,0,0,0,2,0
Haibo Hu,0,0,0,2,0
Leixia Wang,0,0,0,2,0
Hadjer Benkraouda,0,0,0,2,0
Daniel Votipka,0,0,0,2,0
Jonathan Prokos,0,0,0,2,0
Neil Fendley,0,0,0,2,0
Matthew Green,0,0,0,2,0
Eran Tromer,0,0,0,2,0
Tushar M. Jois,0,0,0,2,0
Zhuolin Yang,0,0,0,2,0
David M. Liebovitz,0,0,0,2,0
Xinghui Wu,0,0,0,2,0
Chenhao Lin,0,0,0,2,0
Yuan Rao,0,0,0,2,0
Yash Wani,0,0,0,2,0
Ali Shahin Shamsabadi,0,0,0,2,0
Mohammad Yaghini,0,0,0,2,0
Mazal Bethany,0,0,0,2,2
Andrew Seong,0,0,0,2,0
Samuel Henrique Silva,0,0,0,2,0
Nicole Beebe,0,0,0,2,0
Nishant Vishwamitra,0,0,0,2,2
Peyman Najafirad,0,0,0,2,2
Wenjun Zhu,0,0,0,4,2
Shibo Zhang,0,0,0,4,2
Kaiming Cheng,0,0,0,2,0
Jeffery F. Tian,0,0,0,2,0
Tadayoshi Kohno,0,0,0,2,2
Franziska Roesner,0,0,0,2,0
Simone Aonzo,0,0,0,2,0
Alessandro Mantovani,0,0,0,2,0
Keane Lucas,0,0,0,2,4
Samruddhi Pai,0,0,0,2,0
Weiran Lin,0,0,0,2,4
Lujo Bauer,0,0,0,2,4
Michael K. Reiter,0,0,0,2,10
Mahmood Sharif,0,0,0,2,6
Heng Li,0,0,0,2,0
Zhang Cheng,0,0,0,2,0
Bang Wu,0,0,0,2,4
Liheng Yuan,0,0,0,2,0
Cuiying Gao,0,0,0,2,0
Kunal Mukherjee,0,0,0,2,0
Joshua Wiedemeier,0,0,0,2,0
James Wei,0,0,0,2,0
Feng Chen,0,0,0,2,0
Muhyun Kim,0,0,0,2,0
Kangkook Jee,0,0,0,2,0
Himanshu Jahagirdar,0,0,0,2,0
Ming Jin,0,0,0,2,0
Xiangyu Qi,0,0,0,2,0
Tinghao Xie,0,0,0,2,0
Jiachen T. Wang,0,0,0,2,0
Tong Wu,0,0,0,2,2
Yuepeng Hu,0,0,0,2,0
Hamid Mozaffari,0,0,0,2,0
Xiaoguang Li,0,0,0,2,0
Wenhai Sun,0,0,0,2,0
Hui Li,0,0,0,2,0
Rana Hanocka,0,0,0,2,0
Jialai Wang,0,0,0,2,2
Ziyuan Zhang,0,0,0,2,0
Meiqi Wang,0,0,0,2,0
Han Qiu,0,0,0,2,4
Tianwei Zhang,0,0,0,2,8
Zongpeng Li,0,0,0,2,2
Tao Wei,0,0,0,2,2
Yapeng Ye,0,0,0,2,0
Yaoxuan Wu,0,0,0,2,0
Neophytos Christou,0,0,0,2,0
Di Jin,0,0,0,2,0
Vaggelis Atlidakis,0,0,0,2,0
Baishakhi Ray,0,0,0,2,0
Vasileios P. Kemerlis,0,0,0,2,0
Yedi Zhang,0,0,0,2,2
Xinfeng Li,0,0,0,2,8
Chaohao Li,0,0,0,2,0
Yichen Li,0,0,0,2,0
Zhenning Zhang,0,0,0,2,0
Peizhuo Lv,0,0,0,4,4
Chang Yue,0,0,0,2,2
Ruigang Liang,0,0,0,2,4
Yunfei Yang,0,0,0,2,0
Hualong Ma,0,0,0,2,6
Jianwen Tian,0,0,0,2,0
Kefan Qiu,0,0,0,2,0
Debin Gao,0,0,0,2,0
Zhi Wang,0,0,0,2,0
Xiaohui Kuang,0,0,0,2,0
Gang Zhao,0,0,0,2,2
Cheng'an Wei,0,0,0,2,2
Yeonjoon Lee,0,0,0,2,0
Hanlei Zhang,0,0,0,2,0
Dou Goodman,0,0,0,2,0
Yifan Lu,0,0,0,2,2
Jiarun Dai,0,0,0,2,0
Ruoyu Song,0,0,0,2,0
Muslum Ozgur Ozmen,0,0,0,2,2
Hyungsub Kim,0,0,0,2,0
S. Hrushikesh Bhupathiraju,0,0,0,2,0
Pirouz Naghavi,0,0,0,2,0
Takeshi Sugawara,0,0,0,2,2
Sara Rampazzi,0,0,0,2,2
Xusheng Xiao,0,0,0,2,0
Fenglong Ma,0,0,0,2,0
Harjot Kaur,0,0,0,2,0
Juliane Schmüser,0,0,0,2,0
Sascha Fahl,0,0,0,2,0
Yasemin Acar,0,0,0,2,0
Jun Guo,0,0,0,2,0
Siyuan Liang,0,0,0,2,0
Renshuai Tao,0,0,0,2,0
Wenbo Zhou,0,0,0,2,0
Cong Liu,0,0,0,2,0
Yuanhaur Chang,0,0,0,2,0
Taesung Lee,0,0,0,2,0
Douglas Lee Schales,0,0,0,2,0
Jiyong Jang,0,0,0,2,0
Ian M. Molloy,0,0,0,2,0
Masha Zorin,0,0,0,2,0
Lun Wang,0,0,0,2,0
Lanqing Yang,0,0,0,2,0
Xinqi Chen,0,0,0,2,0
Xiangyong Jian,0,0,0,2,0
Leping Yang,0,0,0,2,0
Yijie Li,0,0,0,2,0
Qianfei Ren,0,0,0,2,0
Yi-Chao Chen,0,0,0,2,0
Guangtao Xue,0,0,0,2,0
Zhendong Su,0,0,0,2,2
Jiawei Zhang,0,0,0,2,0
Zhongzhu Chen,0,0,0,2,0
Huan Zhang,0,0,0,2,0
Jonas Möller,0,0,0,2,0
Doreen Riepel,0,0,0,2,0
Yinan Zhong,0,0,0,2,0
Qianhao Miao,0,0,0,2,0
Daphne Ippolito,0,0,0,2,0
Xinben Gao,0,0,0,2,0
Lan Zhang,0,0,0,2,0
Boyang Zhang,0,0,0,2,2
Qi Liu,0,0,0,2,0
Jieming Yin,0,0,0,2,0
Wujie Wen,0,0,0,2,0
Chengmo Yang,0,0,0,2,0
Shi Sha,0,0,0,2,0
Viktor Valadi,0,0,0,2,0
Xinchi Qiu,0,0,0,2,0
Pedro Porto Buarque de Gusmão,0,0,0,2,0
Nicholas D. Lane,0,0,0,2,0
Mina Alibeigi,0,0,0,2,0
Kai Yue,0,0,0,2,0
Richeng Jin,0,0,0,2,0
Chau-Wai Wong,0,0,0,2,0
Dror Baron,0,0,0,2,0
Huaiyu Dai,0,0,0,2,0
Chong Fu,0,0,0,2,0
Peng Lin,0,0,0,2,0
Yanghe Feng,0,0,0,2,0
Harrison Rosenberg,0,0,0,2,0
Brian Tang,0,0,0,2,0
Qinhong Jiang,0,0,0,2,0
Zhixin Xie,0,0,0,2,0
Haina Lou,0,0,0,2,0
Shuangqing Xu,0,0,0,0,2
Yifeng Zheng,0,0,0,0,2
Zhongyun Hua,0,0,0,0,2
Bokang Zhang,0,0,0,0,2
Yanglin Zhang,0,0,0,0,2
Jinglan Yang,0,0,0,0,2
Lingying Huang,0,0,0,0,2
Junfeng Wu,0,0,0,0,2
Junxu Liu,0,0,0,0,2
Jian Lou,0,0,0,0,4
Li Xiong,0,0,0,0,4
Jinfei Liu,0,0,0,0,2
Xiaofeng Meng,0,0,0,0,2
Jiahe Zhang,0,0,0,0,2
Jianjun Chen,0,0,0,0,2
Hangyu Zhang,0,0,0,0,2
Chuhan Wang,0,0,0,0,2
Jianwei Zhuge,0,0,0,0,2
Hanbin Hong,0,0,0,0,6
Xinyu Zhang,0,0,0,0,6
Zhongjie Ba,0,0,0,0,16
Jonathan Knauer,0,0,0,0,2
Zheng Fang,0,0,0,0,4
Lingchen Zhao,0,0,0,0,6
Bowen Li,0,0,0,0,2
Oubo Ma,0,0,0,0,2
Linkang Du,0,0,0,0,2
Yang Dai,0,0,0,0,2
Ruo Wang,0,0,0,0,2
Xiaolei Liu,0,0,0,0,2
Yingcai Wu,0,0,0,0,2
Jiawen Shi,0,0,0,0,2
Zenghui Yuan,0,0,0,0,2
Yinuo Liu,0,0,0,0,2
Yue Huang,0,0,0,0,2
Pan Zhou,0,0,0,0,4
Wenxuan Li,0,0,0,0,2
Zhixuan Chu,0,0,0,0,2
Yan Wang,0,0,0,0,2
Longfei Li,0,0,0,0,2
Zhan Qin,0,0,0,0,10
Jialin Wu,0,0,0,0,2
Shengyuan Pang,0,0,0,0,6
Jiayang Xu,0,0,0,0,2
Jieming Zhong,0,0,0,0,2
Jiachen Lei,0,0,0,0,2
Peng Cheng,0,0,0,0,4
Qinglong Wang,0,0,0,0,2
Peiran Wang,0,0,0,0,2
Qiyu Li,0,0,0,0,2
Longxuan Yu,0,0,0,0,2
Ziyao Wang,0,0,0,0,4
Ang Li,0,0,0,0,2
Haojian Jin,0,0,0,0,2
Cathy Y. Li,0,0,0,0,2
Hai-Tao Zheng,0,0,0,0,4
Yu He,0,0,0,0,2
Boheng Li,0,0,0,0,2
Yao Wang,0,0,0,0,2
Mengda Yang,0,0,0,0,2
Juan Wang,0,0,0,0,2
Hongxin Hu,0,0,0,0,2
Xingyu Zhao,0,0,0,0,2
Jie Zhu,0,0,0,0,2
Jirong Zha,0,0,0,0,2
Leye Wang,0,0,0,0,2
Qiankun Zhang,0,0,0,0,2
Di Yuan,0,0,0,0,2
Boyu Zhang,0,0,0,0,2
Bin Yuan,0,0,0,0,2
Bingqian Du,0,0,0,0,2
Michael Aerni,0,0,0,0,2
Jie Zhang,0,0,0,0,4
Xiaoyi Chen,0,0,0,0,2
Shijun Yan,0,0,0,0,2
Lei Jin,0,0,0,0,2
Zihao Wang,0,0,0,0,6
Liya Su,0,0,0,0,2
Zonghao Huang,0,0,0,0,2
Xinyue Shen,0,0,0,0,6
Tong Liu,0,0,0,0,4
Yuekang Li,0,0,0,0,4
Hanqiu Wang,0,0,0,0,2
Zihao Zhan,0,0,0,0,2
Haoqi Shan,0,0,0,0,2
Siqi Dai,0,0,0,0,2
Maximillian Panoff,0,0,0,0,2
Hanshen Xiao,0,0,0,0,2
G. Edward Suh,0,0,0,0,2
Srinivas Devadas,0,0,0,0,2
Pritam Dash,0,0,0,0,2
Ethan Chan,0,0,0,0,2
Karthik Pattabiraman,0,0,0,0,4
Xingshuo Han,0,0,0,0,4
Haozhao Wang,0,0,0,0,2
Kangqiao Zhao,0,0,0,0,2
Gelei Deng,0,0,0,0,4
Yuan Xu,0,0,0,0,4
Hangcheng Liu,0,0,0,0,2
Xinhao Deng,0,0,0,0,4
Huiyu Xu,0,0,0,0,2
Yaopeng Wang,0,0,0,0,2
Wenxin Liu,0,0,0,0,2
Lu Jin,0,0,0,0,2
Thien-Phuc Doan,0,0,0,0,2
Hung Dinh-Xuan,0,0,0,0,2
Taewon Ryu,0,0,0,0,2
Inho Kim,0,0,0,0,2
Woongjae Lee,0,0,0,0,2
Kihun Hong,0,0,0,0,2
Souhwan Jung,0,0,0,0,2
Zijun Yao,0,0,0,0,2
Mahmoud Nazzal,0,0,0,0,6
Issa Khalil,0,0,0,0,6
Abdallah Khreishah,0,0,0,0,6
NhatHai Phan,0,0,0,0,6
Yan Zhai,0,0,0,0,2
Tyler Tucker,0,0,0,0,4
Anna Crowder,0,0,0,0,2
Daniel Olszewski,0,0,0,0,4
Allison Lu,0,0,0,0,2
Caroline Fedele,0,0,0,0,2
Magdalena Pasternak,0,0,0,0,2
Seth Layton,0,0,0,0,4
Carrie Gates,0,0,0,0,2
Yuxin Yang,0,0,0,0,2
Qiang Li,0,0,0,0,2
Yufei Zhou,0,0,0,0,2
Peijia Zheng,0,0,0,0,2
Xiaochun Cao,0,0,0,0,2
Jiwu Huang,0,0,0,0,2
Zifan Zhang,0,0,0,0,2
Hairi,0,0,0,0,2
Prashant Khanduri,0,0,0,0,2
Songtao Lu,0,0,0,0,2
Yuchen Liu,0,0,0,0,2
Neil Gong,0,0,0,0,8
Yurong Hao,0,0,0,0,2
Xihui Chen,0,0,0,0,2
Xiaoting Lyu,0,0,0,0,2
Jiqiang Liu,0,0,0,0,2
Yongsheng Zhu,0,0,0,0,2
Zhiguo Wan,0,0,0,0,2
Sjouke Mauw,0,0,0,0,2
Guanzhong Chen,0,0,0,0,2
Zhenghan Qin,0,0,0,0,2
Mingxin Yang,0,0,0,0,2
Yajie Zhou,0,0,0,0,2
Tao Fan,0,0,0,0,2
Zenglin Xu,0,0,0,0,2
Chenglu Jin,0,0,0,0,2
Chao Yin,0,0,0,0,2
Marten van Dijk,0,0,0,0,2
Sisi Duan,0,0,0,0,2
Fabio Massacci,0,0,0,0,2
Haibin Zhang,0,0,0,0,2
Chenghan Jiang,0,0,0,0,2
Jinjiang Yang,0,0,0,0,2
Xinyi Li,0,0,0,0,2
Ju Ren,0,0,0,0,2
Ye Wang,0,0,0,0,4
Rongqing Hui,0,0,0,0,2
Andrew Lowy,0,0,0,0,2
Jing Liu,0,0,0,0,2
Toshiaki Koike-Akino,0,0,0,0,2
Kieran Parsons,0,0,0,0,2
Bradley A. Malin,0,0,0,0,2
Hao Li,0,0,0,0,2
Siyuan Wu,0,0,0,0,2
Chengrui Hu,0,0,0,0,2
Yutong Ye,0,0,0,0,2
Min Zhang,0,0,0,0,2
Dengguo Feng,0,0,0,0,2
Ruixuan Liu,0,0,0,0,2
Yang Cao,0,0,0,0,2
Xinguo Feng,0,0,0,0,2
Zhongkui Ma,0,0,0,0,2
Eu Joe Chegne,0,0,0,0,2
Mengyao Ma,0,0,0,0,2
Alsharif Abuadbba,0,0,0,0,6
Guangdong Bai,0,0,0,0,4
Wei Tong,0,0,0,0,2
Haoyu Chen,0,0,0,0,2
Jiacheng Niu,0,0,0,0,2
Sheng Zhong,0,0,0,0,4
Kai Li,0,0,0,0,2
Yifan Zheng,0,0,0,0,2
Mingming Chen,0,0,0,0,2
Thomas La Porta,0,0,0,0,2
Teryl Taylor,0,0,0,0,2
Frederico Araujo,0,0,0,0,2
Trent Jaeger,0,0,0,0,2
Zhongming Ma,0,0,0,0,2
Yan Liu,0,0,0,0,2
Zijin Lin,0,0,0,0,2
Rubin Wei,0,0,0,0,2
Yuchen Sun,0,0,0,0,2
Jiawen Peng,0,0,0,0,2
Ao Li,0,0,0,0,2
Ruoyao Wen,0,0,0,0,2
Yijia Chen,0,0,0,0,2
Eugene Bagdasarian,0,0,0,0,4
Ren Yi,0,0,0,0,2
Sahra Ghalebikesabi,0,0,0,0,2
Marco Gruteser,0,0,0,0,2
Sewoong Oh,0,0,0,0,2
Yuke Hu,0,0,0,0,2
Jiaqi Liu,0,0,0,0,2
Wangze Ni,0,0,0,0,2
Feng Lin,0,0,0,0,8
Zhenhua Zou,0,0,0,0,2
Jinyong Shan,0,0,0,0,2
Zhibo Liu,0,0,0,0,2
Sen Deng,0,0,0,0,2
Yanzuo Chen,0,0,0,0,2
Yinqian Zhang,0,0,0,0,4
Nazmul Karim,0,0,0,0,2
Abdullah Al Arafat,0,0,0,0,2
Zhishan Guo,0,0,0,0,2
Nazanin Rahnavard,0,0,0,0,2
Kunlin Cai,0,0,0,0,2
Hua Ma,0,0,0,0,4
Shang Wang,0,0,0,0,2
Huming Qiu,0,0,0,0,6
Derek Abbott,0,0,0,0,2
Xinyao Ma,0,0,0,0,2
Chaoqi Zhang,0,0,0,0,2
Huadi Zhu,0,0,0,0,2
L. Jean Camp,0,0,0,0,2
Anna Yoo Jeong Ha,0,0,0,0,2
Josephine Passananti,0,0,0,0,4
Ronik Bhaskar,0,0,0,0,2
Reid Southen,0,0,0,0,2
Yixin Wu,0,0,0,0,4
Zeyang Sha,0,0,0,0,2
Yicong Tan,0,0,0,0,2
Mingjie Li,0,0,0,0,2
Filipo Sharevski,0,0,0,0,2
Aziz Zeidieh,0,0,0,0,2
Jennifer Vander Loop,0,0,0,0,2
Peter Jachim,0,0,0,0,2
Xiaoli Zhang,0,0,0,0,4
Jieshan Chen,0,0,0,0,2
Xingliang Yuan,0,0,0,0,6
Maura Pintor,0,0,0,0,2
Di Xue,0,0,0,0,2
Zhongqi Fan,0,0,0,0,2
Wei Li,0,0,0,0,2
Yahong Xu,0,0,0,0,2
Zhen Liu,0,0,0,0,2
Yin Liu,0,0,0,0,2
Zhongliang Yuan,0,0,0,0,2
Yuni Lai,0,0,0,0,4
Sachin Shukla,0,0,0,0,2
Omid Mirzaei,0,0,0,0,2
Huan Bui,0,0,0,0,2
Harper Lienerth,0,0,0,0,2
Chenglong Fu,0,0,0,0,2
Meera Sridhar,0,0,0,0,2
Seok Min Hong,0,0,0,0,2
Beom Heyn Kim,0,0,0,0,2
Mohammad Mannan,0,0,0,0,2
Jiawen Diao,0,0,0,0,2
Shengmin Zhao,0,0,0,0,2
Jianguo Xie,0,0,0,0,2
Rongna Xie,0,0,0,0,2
Guozhen Shi,0,0,0,0,2
Peter Chen,0,0,0,0,2
Guannan Liu,0,0,0,0,2
Haining Wang,0,0,0,0,2
Andreas Athanasiou,0,0,0,0,2
Kangsoo Jung,0,0,0,0,2
Khiem Ton,0,0,0,0,2
Nhi Nguyen,0,0,0,0,2
Cristian Borcea,0,0,0,0,2
